imagelink,productlink,price,maxretailprice,ProductName,stars,GlobalRatings,Category,Sub-category-1,Sub-category-2,reviewsLink,HighLights,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Display Size,Resolution,Operating System,Processor Core,Primary Clock Speed,Internal Storage,RAM,Memory Card Slot Type,Primary Camera,Network Type,Supported Networks,Battery Capacity,Warranty Summary,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviews
https://rukminim1.flixcart.com/image/612/612/xif0q/mobile/2/p/8/-original-imagg2a4rmk94gay.jpeg?q=70,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-black-dusk-128-gb/p/itm537fc2aa73747?pid=MOBGHBZHB7YJT5HF&lid=LSTMOBGHBZHB7YJT5HF1XVOSI&marketplace=FLIPKART&q=one+plus&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=ffc9bd72-3db9-4c45-a237-f564941c43e7.MOBGHBZHB7YJT5HF.SEARCH&ppt=None&ppn=None&ssid=z2xn0adebk0000001681216518195&qH=736af28959dfbfff,19148,19999,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)  (6 GB RAM)",4.4,"55,539 Ratings &4,131 Reviews",Mobiles & Accessories,Mobiles,OnePlus Mobiles,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-black-dusk-128-gb/product-reviews/itm537fc2aa73747?pid=MOBGHBZHB7YJT5HF&lid=LSTMOBGHBZHB7YJT5HF1XVOSI&marketplace=FLIPKART,"[""6 GB RAM | 128 GB ROM"",""16.74 cm (6.59 inch) Display"",""64MP Rear Camera"",""5000 mAh Battery""]","Phone,SIM Tray Ejector, Adapter, Phone Case, USB Cable",CPH2381/CVD,Nord CE 2 Lite 5G,Black Dusk,Smartphones,Dual Sim,No,Yes,No,16.74 cm (6.59 inch),2412 x 1080 Pixels,Android 13,Octa Core,2.2 GHz,128 GB,6 GB,Dedicated Slot,64MP Rear Camera,5G,5G,5000 mAh,12 months,"35,853","11,467","3,453","1,358","3,408","4,131 Reviews","[{""title"":""Must buy!"",""summary"":""Just now I received my phoneDesign & build quality is good according to price rangeCamera overall goodDisplay & performance is also good for normal usage (less heavy uses)Features are also very smooth It's my first day of usage so I'll edit my review after useThank you.""},{""title"":""Delightful"",""summary"":""A Midrange phone from OnePlus.Why I choose this phone is only because of the Brand value.We have more other options like Vivo T1 ,Realme 9,9pro , Oppo ,Motorola.But the OnePlus has their own premium feel The reason why I have given only 4 star:-1-The AMOLED display is not there.But it is not important.2- Wide angle lens is also not there.3- They have removed Alert slider.Other wise the phone is perfect. I am satisfied with this device 95%.You can go for it.The important thing is tha...""},{""title"":""Nice product"",""summary"":""Very good mobile good camera everything is good i love This  mobile phone❤️""},{""title"":""Nice product"",""summary"":""So I was sceptical about buying this budget phone of a premium brand as I guessed there would be obviously some shortfalls as compared to the normal range phones like oppo, realme etc. I have been using this phone since a week and I shall write my reviews based on my user experience. My previous phone was realme and have also used redmi note 10 pro, so I shall compare with them as well. I'm not a techie but as a common smart phone user let me jot down what I felt.Pros: Phone looks absolutel...""},{""title"":""Best in the market!"",""summary"":""Thanku so much Flipkart..best phone 📱 I am so happy 😊Super fast charging cable 🚠😊 Camera best phone 📱🤳Thanku .😊😊💜💜 Love u Flipkart""},{""title"":""Decent product"",""summary"":""Good phone but battery is not up to the mark. Battery drains faster when it's moderate usage. 33w charger is the only plus.Phone feels little heavier while comparing other phones at this price segment.OnePlus logo is not clearly visible at backside.Some features like \""Google Service for VR\"" is not working in this model.Overall I can give 3 rating out of 5.""},{""title"":""Value-for-money"",""summary"":""Best performance battery 🔋 superb and I love oxygen OS build quality almost good go for it 😘""},{""title"":""Very Good"",""summary"":""Looking very nice, light weight 5g supported.I am using this band for the first time. But I want to say the phone does not have so many features. It's looking less features and just time passes. I love moto phones and I clearly say that the moto phone  15000 range has a gud camera, and so many features.""},{""title"":""Worthless"",""summary"":""Being a OnePlus user for more than 5 years, with the same expectations, I ordered this phone but was utterly disappointed.On the first day of use, I feel using my old  OnePlus 6t is best to use to date.Pros: good Battery back up, fast, no heating observed even playing game for more than 1 hour, fast face recognition and unlock.Cons: (strictly in my opinion) The display seems poor, the rear camera was not impressive, finger print sensor detection is too slow.Finally, It seems to me like O...""},{""title"":""Wonderful"",""summary"":""Superb fantastic 😍 thank you Flipkart ❤️😇im so happy 😊""}]"
https://rukminim1.flixcart.com/image/612/612/xif0q/mobile/k/w/k/-original-imagg2abzhxjckxu.jpeg?q=70,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-blue-tide-128-gb/p/itm7acae55b999e6?pid=MOBGMFREBAHZQGY9&lid=LSTMOBGMFREBAHZQGY9KFYBUN&marketplace=FLIPKART&q=one+plus&store=search.flipkart.com&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=ffc9bd72-3db9-4c45-a237-f564941c43e7.MOBGMFREBAHZQGY9.SEARCH&ppt=None&ppn=None&ssid=z2xn0adebk0000001681216518195&qH=736af28959dfbfff,19775,19999,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)  (6 GB RAM)",4.4,"55,539 Ratings &4,131 Reviews",Mobiles & Accessories,Mobiles,OnePlus Mobiles,https://www.flipkart.com/oneplus-nord-ce-2-lite-5g-blue-tide-128-gb/product-reviews/itm7acae55b999e6?pid=MOBGMFREBAHZQGY9&lid=LSTMOBGMFREBAHZQGY9KFYBUN&marketplace=FLIPKART,"[""6 GB RAM | 128 GB ROM"",""16.74 cm (6.59 inch) Display"",""64MP Rear Camera"",""5000 mAh Battery""]","Phone,SIM Tray Ejector, Adapter, Phone Case, USB Cable",CPH2381,Nord CE 2 Lite 5G,Blue Tide,Smartphones,Dual Sim,Yes,Yes,Yes,16.74 cm (6.59 inch),2412 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,6 GB,Dedicated Slot,64MP Rear Camera,5G,5G,5000 mAh,12 Months,"35,853","11,467","3,453","1,358","3,408","4,131 Reviews","[{""title"":""Must buy!"",""summary"":""Just now I received my phoneDesign & build quality is good according to price rangeCamera overall goodDisplay & performance is also good for normal usage (less heavy uses)Features are also very smooth It's my first day of usage so I'll edit my review after useThank you.""},{""title"":""Delightful"",""summary"":""A Midrange phone from OnePlus.Why I choose this phone is only because of the Brand value.We have more other options like Vivo T1 ,Realme 9,9pro , Oppo ,Motorola.But the OnePlus has their own premium feel The reason why I have given only 4 star:-1-The AMOLED display is not there.But it is not important.2- Wide angle lens is also not there.3- They have removed Alert slider.Other wise the phone is perfect. I am satisfied with this device 95%.You can go for it.The important thing is tha...""},{""title"":""Nice product"",""summary"":""Very good mobile good camera everything is good i love This  mobile phone❤️""},{""title"":""Nice product"",""summary"":""So I was sceptical about buying this budget phone of a premium brand as I guessed there would be obviously some shortfalls as compared to the normal range phones like oppo, realme etc. I have been using this phone since a week and I shall write my reviews based on my user experience. My previous phone was realme and have also used redmi note 10 pro, so I shall compare with them as well. I'm not a techie but as a common smart phone user let me jot down what I felt.Pros: Phone looks absolutel...""},{""title"":""Best in the market!"",""summary"":""Thanku so much Flipkart..best phone 📱 I am so happy 😊Super fast charging cable 🚠😊 Camera best phone 📱🤳Thanku .😊😊💜💜 Love u Flipkart""},{""title"":""Decent product"",""summary"":""Good phone but battery is not up to the mark. Battery drains faster when it's moderate usage. 33w charger is the only plus.Phone feels little heavier while comparing other phones at this price segment.OnePlus logo is not clearly visible at backside.Some features like \""Google Service for VR\"" is not working in this model.Overall I can give 3 rating out of 5.""},{""title"":""Value-for-money"",""summary"":""Best performance battery 🔋 superb and I love oxygen OS build quality almost good go for it 😘""},{""title"":""Very Good"",""summary"":""Looking very nice, light weight 5g supported.I am using this band for the first time. But I want to say the phone does not have so many features. It's looking less features and just time passes. I love moto phones and I clearly say that the moto phone  15000 range has a gud camera, and so many features.""},{""title"":""Worthless"",""summary"":""Being a OnePlus user for more than 5 years, with the same expectations, I ordered this phone but was utterly disappointed.On the first day of use, I feel using my old  OnePlus 6t is best to use to date.Pros: good Battery back up, fast, no heating observed even playing game for more than 1 hour, fast face recognition and unlock.Cons: (strictly in my opinion) The display seems poor, the rear camera was not impressive, finger print sensor detection is too slow.Finally, It seems to me like O...""},{""title"":""Wonderful"",""summary"":""Superb fantastic 😍 thank you Flipkart ❤️😇im so happy 😊""}]"
