imagelink,productlink,price,maxretailprice,ProductName,stars,GlobalRatings,Category,Sub-category-1,Sub-category-2,Sub-category-3,reviewsLink,HighLights,Brand,Quantity,Maximum Shelf Life,Container Type,Country of Origin,Width,Height,Depth,Weight,Ideal For,Skin Type,Organic,Professional Care,Composition,Other Traits,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviews,Pack of,Sales Package,Model Name,Applied For,Type,Sulfate Free,Hair Type,Other Features,Model Number,Ingredient Type,Gift Pack,Sub-category-4,Set of,Pivoting Razor Head,Number of Cartridges,Lubricating Strip,Handle Material,Organic Type,Fragrance,Precision Trimmer,Ideal Skin Type,Number of Shave Oils,Number of Blades per Cartridges
https://rukminim1.flixcart.com/image/612/612/l3es13k0/shaving-foam/u/u/a/450-shaving-foam-for-all-skin-type-400-g-50-g-vi-john-original-imagejbthsjj2qke.jpeg?q=70,https://www.flipkart.com/vi-john-shaving-foam-all-skin-type-400-g-50-g/p/itm56515a453cdbc?pid=SHFFX5NGKKVDNCKM&lid=LSTSHFFX5NGKKVDNCKMUHVS4T&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_UNKutlBmvyQa0LHmlIeNEP6AQS%2FQucGnTVd%2FQFWPXr7xsgbvV1lXU8UTsYL86ywrvmv9pg%2BH9Z4fQf6yrcsk1A%3D%3D&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,187,250,VI-JOHN Shaving Foam For All Skin Type (400 g & 50 g)  (450 g),4.4,"1,754 ratings and 432 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Foam,VI-JOHN Shaving Foam,https://www.flipkart.com/vi-john-shaving-foam-all-skin-type-400-g-50-g/product-reviews/itm56515a453cdbc?pid=SHFFX5NGKKVDNCKM&lid=LSTSHFFX5NGKKVDNCKMUHVS4T&marketplace=FLIPKART,"[""Ideal For: Men"",""Skin Type: All Skin Type""]",VI-JOHN,450 g,36 Months,Tin,india,10 cm,4.5 cm,10 cm,0.4 g,Men,All Skin Type,Yes,No,"vitamin e , tea tree oil","1. Forms a velvety foam, 2. Makes shaving super easy, 3. Has antibacterial properties, 4. Contains VitaminE that protects the skin","1,113",391,144,38,68,432 Reviews,"[{""title"":""Classy product"",""summary"":""Nice very cool packing. I love this items. Extremely good""},{""title"":""Great product"",""summary"":""Very good product,I am loving it,I aways use it as it is of good quality and suitable for my skin also,Thank VI-JHON for this great product.""},{""title"":""Excellent"",""summary"":""The best foam, within good price under budget. Good offer with buy 1 get 1 (small size). Fragrance is good, and smooth too.Highly recommended.""},{""title"":""Super!"",""summary"":""Best product, I am fully satisfied with VI-JOHN Shave foam.""},{""title"":""Great product"",""summary"":""Original product and on-time delivery. Thanks🙂""},{""title"":""Highly recommended"",""summary"":""Good product nice service thanks for flipkart""},{""title"":""Brilliant"",""summary"":""Good product. Somewhat feeling a bit new""},{""title"":""Worth every penny"",""summary"":""Nice product""},{""title"":""Worth every penny"",""summary"":""Nice pleasent smell.foaming very good really nice product""},{""title"":""Just wow!"",""summary"":""Very Good""}]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/xif0q/hair-oil/i/i/e/50-pure-beard-growth-hair-oil-100-natural-oil-used-beard-oil-50-original-imaghfr5agzzxez3.jpeg?q=70,https://www.flipkart.com/trambex-pure-beard-growth-hair-oil-100-natural-used-50-ml/p/itm3c2a4af3d94bd?pid=HOLGCXZAZVUGFPS3&lid=LSTHOLGCXZAZVUGFPS3EIMBCZ&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_UNKutlBmvyQa0LHmlIeNEP6AQS%2FQucGnTVd%2FQFWPXr7v1AJBK1HyayQoQElW59S8V78WdYA9bUn0Tx4JVc%2BwjA%3D%3D&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,120,599,Trambex Pure Beard Growth Hair Oil 100% Natural Oil Used Beard oil (50 ml) Hair Oil  (50 ml),4.1,"5,204 ratings and 853 reviews",Beauty and Grooming,Shaving & Beard Care,Beard Oil,Trambex Beard Oil,https://www.flipkart.com/trambex-pure-beard-growth-hair-oil-100-natural-used-50-ml/product-reviews/itm3c2a4af3d94bd?pid=HOLGCXZAZVUGFPS3&lid=LSTHOLGCXZAZVUGFPS3EIMBCZ&marketplace=FLIPKART,"[""For Men"",""Suitable For All Hair Types, Damaged Hair, Oily Hair, Normal Hair"",""Applied For Hair Growth, Hair Strengthening"",""Sulfate Free""]",Trambex,50 ml,36 Months,Bottle,INDIA,Not available,Not available,Not available,Not available,Men,Not available,Yes,Not available,Not available,Not available,"3,316",589,430,274,595,853 Reviews,"[{""title"":""Classy product"",""summary"":""Very good ayurvedic product  . No side effects . It also helps to smooth and soft your beard . I am use it . It's very use full product""},{""title"":""Terrific"",""summary"":""It is very useful product specialy for those who have less beard or patches of beard .it nourish the beard and give it shiny and soft appearance.""},{""title"":""Highly recommended"",""summary"":""Easy to use and its regular use gave me a good satisfaction from its great job, so i recommend this product in this best affordable price range""},{""title"":""Mind-blowing purchase"",""summary"":""It works very well for beard nourishment  , good quality product available in best reasonable rate""},{""title"":""Best in the market!"",""summary"":""Nice product that I tried for the first time. Although the initial expectation was that it will help grow beard quickly, but apparently it was too much to ask for.The product is great in giving a shine to hair and it feels great after applying it.""},{""title"":""Decent product"",""summary"":""Nice. But not as much as expected 🤨🤨""},{""title"":""Brilliant"",""summary"":""SUPERB QUALITY PRODUCT DELIVERED BY FLIPKART THANK YOU FLIPKART ❤️❤️😍😍❤️❤️""},{""title"":""Highly recommended"",""summary"":""Nice oil productsFast deliveryThank you""},{""title"":""Terrific"",""summary"":""Nice product""},{""title"":""Mind-blowing purchase"",""summary"":""Amazing 🤩🤩""}]",1,1,Pure Beard Growth Hair Oil 100% Natural Oil Used Beard oil (50 ml),"Hair Growth, Hair Strengthening",Beard Oil,Yes,"All Hair Types, Damaged Hair, Oily Hair, Normal Hair",Peraben Free beard oil,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/kwl0akw0/combo-kit/n/g/b/-original-imag9852zfbtsqug.jpeg?q=70,https://www.flipkart.com/park-avenue-essential-grooming-gifting-kit/p/itmf07bcfeb52966?pid=CBKEQK856HJ422RD&lid=LSTCBKEQK856HJ422RDVFDEZ6&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=eae33721-e2dc-4999-9f37-4424440e1079.CBKEQK856HJ422RD.SEARCH&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,352,440,PARK AVENUE Essential Grooming Gifting Kit  (6 Items in the set),4.3,"16,296 ratings and 1,552 reviews",Beauty and Grooming,Shaving & Beard Care,Men's Grooming Combo Kit,PARK AVENUE Men's Grooming Combo Kit,https://www.flipkart.com/park-avenue-essential-grooming-gifting-kit/product-reviews/itmf07bcfeb52966?pid=CBKEQK856HJ422RD&lid=LSTCBKEQK856HJ422RDVFDEZ6&marketplace=FLIPKART,"[""Pack of: 6"",""For: Men"",""Includes Men's Grooming Combo""]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Men,Not available,Not available,Not available,Not available,Not available,"9,566","4,080","1,556",468,626,"1,552 Reviews","[{""title"":""Mind-blowing purchase"",""summary"":""One of the bestest  gift one can give to their father ...I gifted this to my father on father's Day .....Nd really he is very hpppy after seeing this ....talking about kit ..packing is good  ...kit contains :-A shaving cream After shave lotionBrushRazorPark avenue talcPark avenue fragrant soap""},{""title"":""Great product"",""summary"":""Good packaging, nice product. I'll give it to my brother for BHAI TRITIYA.. I hope he likes it.. Thank you Flipkart""},{""title"":""Good choice"",""summary"":""Good and well product super fast delivery thanks flipkart for nice packaging..""},{""title"":""Terrific"",""summary"":""Very good. All items for shaving is in this kit. And also price is lower than market. I bought it only at @300.I think it is good for me. And every item in this package is good.You also go with this but remember one thing price is only at @300 or less than @300 .Because I see the current price is too high that is @419+ delivery charge @60 so it is not fair.I bought it for gift to someone.I think the man who I gifted will also be happy.So you can go with it.I think my review is helpful ...""},{""title"":""Awesome"",""summary"":""Awesome product , I like that after shave lotion , its pretty cool , and all the products smell is extremely nice ,guys those who want to buy this can close their eyes and buy ,At this rate its amazing . I bought it for only 264 bucks""},{""title"":""Gifted this to my Dad!"",""summary"":""This is a really nice product. Purchased this for my dad on his birthday. This did put a big smile on his face. Regarding the delivery, got it delivered the very next day! Great product, great service!""},{""title"":""Simply awesome"",""summary"":""amazing product!! value for every penny. perfect gift at reasonable price range. Thank u Flipkart for such money worthy offers & Ekart for such quick & safe delivery service""},{""title"":""Classy product"",""summary"":""This is awesome product, used it and fair price, everything in the product is genuine and has good quantity for consumption, as a consumer please don't doubt while buying, buy it.""},{""title"":""Best in the market!"",""summary"":""vry vry usable product i m really happy with my order frm flipcart i have ordered grooming kit for my hubby he is really vry happy with the valuable range and quality so advice u all wife's must order it fr ur hubby only frm flipcart.""},{""title"":""Awesome"",""summary"":""awesome ! terrific ! very good I bought this for only 236 in Flipkart big billion sale its to good""}]",Not available,"Shaving Cream, Brush, Razor, After Shave Lotion, Soap, Travel Pouch",Not available,Not available,Men's Grooming Combo,Not available,Not available,Not available,PAGKE001017,NA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/kuk4u4w0/combo-kit/r/k/m/beard-growth-kit-with-onion-beard-growth-oil-for-men-beard-original-imag7npb2tfmetbq.jpeg?q=70,https://www.flipkart.com/bombay-shaving-company-beard-growth-kit-onion-oil-men-activator-derma-roller-activator-fast/p/itmca59995fb7214?pid=CBKFQ3JZQTRVUXJH&lid=LSTCBKFQ3JZQTRVUXJHSXXEOK&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=eae33721-e2dc-4999-9f37-4424440e1079.CBKFQ3JZQTRVUXJH.SEARCH&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,347,590,BOMBAY SHAVING COMPANY Beard Growth Kit with Onion Beard Growth Oil for Men & Beard Activator (Derma Roller Activator) For Fast Beard Growth  (2 Items in the set),4,"8,530 ratings and 563 reviews",Beauty and Grooming,Shaving & Beard Care,Men's Grooming Combo Kit,BOMBAY SHAVING COMPANY Men's Grooming Combo Kit,https://www.flipkart.com/bombay-shaving-company-beard-growth-kit-onion-oil-men-activator-derma-roller-activator-fast/product-reviews/itmca59995fb7214?pid=CBKFQ3JZQTRVUXJH&lid=LSTCBKFQ3JZQTRVUXJHSXXEOK&marketplace=FLIPKART,"[""Pack of: 2"",""For: Men"",""Includes Men's Grooming Combo""]",Not available,Not available,Not available,Not available,India,Not available,Not available,Not available,Not available,Men,Not available,Not available,Not available,Not available,Promotes growth of patchy beard,"4,169","2,009","1,137",465,750,563 Reviews,"[{""title"":""Perfect product!"",""summary"":""Soo this is my edited review after 2 weeks of ragular use,Yess it works but a little bit slow derma roller is perfect it helped to fill uo my patch more than half i can see hairs growing on it but I recommend to go fir beardo growth oil if you want results seen quickly, not very quickly but yes you can see your hairs getting thicker in 1 week. fragrance is good and strong I do not see any itchiness on my face in 2 weeks if anyone want to use this than buy 2 bottles because for beat results ...""},{""title"":""Nice product"",""summary"":""Product is very good quality .. Smellls good Skin friendly . . Roller is also good for skin .. Totally satisfied...""},{""title"":""Best in the market!"",""summary"":""I have been using beard growth oil since a long time and I have seen signifant upgrade in my beard hair. This time got the onion oil, I love the scent. Its amazing. And this beardinator tool is so amazing. This roller infuses the beard oil into the skin properly to help it grow faster and evenly.""},{""title"":""Worth every penny"",""summary"":""I have previously used facewash of this company and it gave me good results so i ordered beard oil and the results was same extremely easy to use costing is good and my personal advice is you should try it once""},{""title"":""Brilliant"",""summary"":""Oil is Good, has a nice smell and gives a shines to the beard. It's non sticky and soft. The roller is good and firm too with 0.5 mm needles and comes with a plastic case. Just use it after washing it with Rubbing alcohol Everytime before using it and do not keep it open for too long. Everything looks just like the picture. If you are looking for a soothing beard oil with not a strong smell, this is a good one. Remember Beard Oils DON'T GROW your beard, they are there for nourishment.""},{""title"":""Just okay"",""summary"":""Product packing was good. Product deliver in 2 days. Easy to use and nice fragrance. It's good product to use Narsingh your beard and mustach. I am happy with this product. Thank you.""},{""title"":""Good choice"",""summary"":""I liked the product. It's been like 15 days for me, I am using this product. It's mosits the skin very well. I don't have any visible result right now. But I will surely update my review after 1 months and also after 2 months""},{""title"":""Wonderful"",""summary"":""Its really good product i see some positive results in 2 weeks. i tried lots of other product not effective as well.""},{""title"":""Classy product"",""summary"":""I bought for my brother and he really like the productHe said that roller is very helpful and the beard growth oil is  amazing it's fragrance is quite goodWorth every penny""},{""title"":""Fair"",""summary"":""I am using this for a month few things I want to share to you all that's can help you 1) it's non sticky that's I like it 2) fragrance is good 3) it's really help the growths of hair which is little faster than normal time.Note: it will not help in bringing of new hair.""}]",Not available,30mL Beard Oil::1x Beard Activator(Derma Roller),Not available,Not available,Men's Grooming Combo,Not available,Not available,Not available,BEARD_GROWTH_BASIC KIT,"Onion, Rosemary, Essential Oils",No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/kwl0akw0/combo-kit/r/l/k/-original-imag9853gyb5uf9e.jpeg?q=70,https://www.flipkart.com/park-avenue-luxury-grooming-gifting-collection/p/itm697049758e2dd?pid=CBKEQK85WHBZ8GFS&lid=LSTCBKEQK85WHBZ8GFSXMBZCG&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=eae33721-e2dc-4999-9f37-4424440e1079.CBKEQK85WHBZ8GFS.SEARCH&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,584,730,PARK AVENUE Luxury Grooming Gifting Collection  (7 Items in the set),4.4,"13,152 ratings and 1,244 reviews",Beauty and Grooming,Shaving & Beard Care,Men's Grooming Combo Kit,PARK AVENUE Men's Grooming Combo Kit,https://www.flipkart.com/park-avenue-luxury-grooming-gifting-collection/product-reviews/itm697049758e2dd?pid=CBKEQK85WHBZ8GFS&lid=LSTCBKEQK85WHBZ8GFSXMBZCG&marketplace=FLIPKART,"[""Pack of: 7"",""For: Men"",""Includes Men's Grooming Combo""]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Men,Not available,Not available,Not available,Not available,Not available,"8,302","3,119","1,012",277,442,"1,244 Reviews","[{""title"":""Nice product"",""summary"":""Faster nd great delivery and packing by Flipkart, The kit is too good by Park Avenue but only The quality of shaving brush is not good na like inferior brush...rest are good...""},{""title"":""Perfect Product!"",""summary"":""The kit contains all the daily use grooming products, be it shaver, shaving cream, talcum powder or deodorant which makes it a one-stop destination for all men's grooming needs. Packaging is adequate and proper, exactly what you would expect from a brand like Park Avenue and needless to say, the products are really good as far as the quality is concerned.A nice buy, I would say!""},{""title"":""Terrific"",""summary"":""Genuine park avenue products at reasonable price really nice I have gifted my husband nd he liked it... thank u Flipkart""},{""title"":""Perfect product!"",""summary"":""The product is extremely awesome. It has been delivered to me in 1 day. The packing is also superb and the items inside are even more better. Love the product. Price is also reasonable""},{""title"":""Classy product"",""summary"":""The whole pack is good. Ideal for gifting it to someone. The packaging is very neat and intact. My friend loved this when I gifted it to him :)""},{""title"":""Best in the market!"",""summary"":""it comes in a beautiful hard cardboard packaging and looks exactly the same as shown in the picture. the box has an mrp of 685  rupees. its an ideal gift and value for money. I am happy and satisfied with the product.""},{""title"":""Classy product"",""summary"":""Perfect kit for gifting purpose , really liked it lot.. Thanks Flipkart for fast and smooth delivery""},{""title"":""Good product"",""summary"":""Bought as gift, items in bag are genuine and good ,bag is not the best ,it's partially transparent plastic.""},{""title"":""Mind-blowing purchase"",""summary"":""Everything looks fine till now. Will update after using all the items. From the comments I touched the brush which looked little bit hard. Lotion, talc, deo, razor, soap looks fine. Packaging was done excellent. Recieved 2 days before. 😀""},{""title"":""Great product"",""summary"":""Superb kit.....got it in good packing.....👍""}]",Not available,"Shaving Cream, Brush, Razor, After Shave Lotion, Soap, Talc, Deodorant, Travel Pouch",Not available,Not available,Men's Grooming Combo,Not available,Not available,Not available,PAGKL001101,NA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/ku5ufm80/combo-kit/l/u/m/skin-lightening-oil-and-face-wash-not-attributed-muuchstac-original-imag7chjhqbk9jyt.jpeg?q=70,https://www.flipkart.com/muuchstac-skin-lightening-oil-face-wash/p/itmfdbfdnuyjazzg?pid=CBKFDAHRX369923Y&lid=LSTCBKFDAHRX369923YASFNFD&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=eae33721-e2dc-4999-9f37-4424440e1079.CBKFDAHRX369923Y.SEARCH&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,549,698,MUUCHSTAC Skin Lightening Oil and Face Wash  (2 Items in the set),4.1,"42,253 ratings and 4,076 reviews",Beauty and Grooming,Shaving & Beard Care,Men's Grooming Combo Kit,MUUCHSTAC Men's Grooming Combo Kit,https://www.flipkart.com/muuchstac-skin-lightening-oil-face-wash/product-reviews/itmfdbfdnuyjazzg?pid=CBKFDAHRX369923Y&lid=LSTCBKFDAHRX369923YASFNFD&marketplace=FLIPKART,"[""Pack of: 2"",""For: Men"",""Includes Men's Grooming Combo"",""Organic Product"",""For Professional Care""]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Men,Not available,Not available,Not available,Not available,Not available,"24,744","6,750","4,017","2,083","4,659","4,076 Reviews","[{""title"":""Terrific purchase"",""summary"":""Very very nice product India best face wash muuchstac all skin type fast glow skin very nice result few days very very nice product""},{""title"":""Just wow!"",""summary"":""such an amazing product...I haven't used it yet but this is the best product and I hope you like it too....😊😊""},{""title"":""Mind-blowing purchase"",""summary"":""One of the best facewash & face lighting oil in this price, thank you mucchtan co.ltd and also thank you for sale in this price flipkart""},{""title"":""Super!"",""summary"":""Mustache face wash is best I am using it previously and     it keeps ur face clean healthy . All the skin types are suitable to use  this face wash.""},{""title"":""Wonderful"",""summary"":""I think this is a good one""},{""title"":""Excellent"",""summary"":""Nice product""},{""title"":""Brilliant"",""summary"":""super prodect.... and dlvery man very gud person...""},{""title"":""Awesome"",""summary"":""Good product and nice""},{""title"":""Good choice"",""summary"":""Very useful products 👌""},{""title"":""Super!"",""summary"":""very good 👍""}]",Not available,Skin Lightening Oil (30 ml) : Face Wash (100 ml),Not available,Not available,Men's Grooming Combo,Not available,Not available,Not available,Not Attributed,"Vetiver, Turmeric, Sweet Almond Oil, Khus, Virgin Coconut Oil, etc",No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/ku5ufm80/combo-kit/z/3/u/beard-growth-oil-and-face-wash-mfc1-muuchstac-original-imag7chjg3z7uttg.jpeg?q=70,https://www.flipkart.com/muuchstac-beard-growth-oil-face-wash/p/itmfau49ghnvk7vt?pid=CBKFATNNGM7KHG8W&lid=LSTCBKFATNNGM7KHG8WHT9B1A&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=eae33721-e2dc-4999-9f37-4424440e1079.CBKFATNNGM7KHG8W.SEARCH&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,699,915,MUUCHSTAC Beard Growth Oil and Face Wash  (2 Items in the set),3.9,"12,202 ratings and 828 reviews",Beauty and Grooming,Shaving & Beard Care,Men's Grooming Combo Kit,MUUCHSTAC Men's Grooming Combo Kit,https://www.flipkart.com/muuchstac-beard-growth-oil-face-wash/product-reviews/itmfau49ghnvk7vt?pid=CBKFATNNGM7KHG8W&lid=LSTCBKFATNNGM7KHG8WHT9B1A&marketplace=FLIPKART,"[""Pack of: 2"",""For: Men"",""Includes Men's Grooming Combo"",""Organic Product"",""For Professional Care""]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Men,Not available,Not available,Not available,Not available,Not available,"6,615","1,942","1,412",746,"1,487",828 Reviews,"[{""title"":""Best in the market!"",""summary"":""Ur product was good but date of manufacturing is not good you will check that mistake another product we like that kk good to see you again""},{""title"":""Nice product"",""summary"":""I am writing this review after 2 months and I am satisfying with this... the face wash is very good when it is applied to our face feels a wow feelings and it's helpful to reduce pimples and increases smoothness talking about beard oil I feel better difference than earlier and it's helps to fill the patches of the beard it is good and everyone try this .any way I am satisfying .... Thank you""},{""title"":""Worth every penny"",""summary"":""Nice product""},{""title"":""Mind-blowing purchase"",""summary"":""Very very nice product 👍👍👍👍👌👌""},{""title"":""Best in the market!"",""summary"":""Good product 💯🖤""},{""title"":""Just okay"",""summary"":""waiting for result""},{""title"":""Fair"",""summary"":""it's not happening in the case of new growth..""},{""title"":""Must buy!"",""summary"":""it's really nice""},{""title"":""Highly recommended"",""summary"":""Good products.... nice 😍But delivery late...😔""},{""title"":""Pretty good"",""summary"":""Nice product face wash good""}]",Not available,"Beard Growh Oil (60 ml), Face Wash (100 ml)",Not available,Not available,Men's Grooming Combo,Not available,Not available,Not available,MFC1,Various Natural Oil only,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/ky4qgsw0/hair-oil/t/2/8/advanced-beard-growth-oil-for-men-almond-jojoba-for-beard-growth-original-imagafuepthkxvf3.jpeg?q=70,https://www.flipkart.com/raiyani-advanced-beard-growth-oil-men-almond-jojoba-hair/p/itm1272fa0df6824?pid=HOLGAFUEAEWQGG7F&lid=LSTHOLGAFUEAEWQGG7FQNKC3L&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_UNKutlBmvyQa0LHmlIeNEP6AQS%2FQucGnTVd%2FQFWPXr7IFIlekq%2BHZN9G8pngtz0xKJ73XuTj5jSlwQiFeaN04w%3D%3D&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,235,999,Raiyani advanced Beard Growth Oil for Men - (Almond & Jojoba) for Beard Growth Hair Oil  (100 ml),4,"5,087 ratings and 864 reviews",Beauty and Grooming,Shaving & Beard Care,Beard Oil,Raiyani Beard Oil,https://www.flipkart.com/raiyani-advanced-beard-growth-oil-men-almond-jojoba-hair/product-reviews/itm1272fa0df6824?pid=HOLGAFUEAEWQGG7F&lid=LSTHOLGAFUEAEWQGG7FQNKC3L&marketplace=FLIPKART,"[""For Men"",""Suitable For All Hair Types"",""Applied For Hair Growth"",""Sulfate Free""]",Raiyani,100 ml,36 Months,Bottle,India,Not available,Not available,Not available,Not available,Men,Not available,Yes,Not available,"Almond oil, coconut oil, olive oil, sesame oil",Not available,"3,122",585,441,289,650,864 Reviews,"[{""title"":""Classy product"",""summary"":""Very easy to use n better improvement before and now n now my beard was very smooth n value for money it was superb and fastly beard grow in few days it was such a awesome product""},{""title"":""Just wow!"",""summary"":""this is a product which at the first impression pleased me! From the packaging to the fragrance and quality things are great. It gives the proper nourishment needed for proper grooming of your beard""},{""title"":""Awesome"",""summary"":""Very effective impressive useful beardoil no side effects use regular after face wash warm water circular motion massage""},{""title"":""Simply awesome"",""summary"":""Its Amazing Thanks Flipcart Fragnace is too good""},{""title"":""Worst experience ever!"",""summary"":""Waste of moneySeller is giving a card stating that if you review jim 5 star he will send 50 rs in gpay wallet we have to send screen shot of 5 star review. Don't but it waste of money""},{""title"":""Worth every penny"",""summary"":""Nice product""},{""title"":""Brilliant"",""summary"":""Nice product 👍""},{""title"":""Very Good"",""summary"":""Nyc oil😇😇😇""},{""title"":""Terrific purchase"",""summary"":""Excellent product""},{""title"":""Classy product"",""summary"":""Nice product 👍👍😊""}]",2,Not available,advanced Beard Growth Oil for Men - (Almond & Jojoba) for Beard Growth,Hair Growth,Beard Oil,Yes,All Hair Types,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/f/g/f/3-in-1-shaving-starter-kit-for-men-3-shave-csf50-psb45-mens-rzr-original-imagh2mezj4tbgnb.jpeg?q=70,https://www.flipkart.com/bombay-shaving-company-3-in-1-starter-kit-men/p/itmbb55c0bad6117?pid=CBKGGNV3YHHNDDKF&lid=LSTCBKGGNV3YHHNDDKFRC1ZVV&marketplace=FLIPKART&q=Beard+Care+&store=g9b&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=eae33721-e2dc-4999-9f37-4424440e1079.CBKGGNV3YHHNDDKF.SEARCH&ppt=None&ppn=None&ssid=8si1ki0bps0000001680893397335&qH=835922c82e757992,223,319,BOMBAY SHAVING COMPANY 3-in-1 Shaving Starter Kit for Men  (3 Items in the set),4,724 ratings and 83 reviews,Beauty and Grooming,Shaving & Beard Care,Men's Grooming Combo Kit,BOMBAY SHAVING COMPANY Men's Grooming Combo Kit,https://www.flipkart.com/bombay-shaving-company-3-in-1-starter-kit-men/product-reviews/itmbb55c0bad6117?pid=CBKGGNV3YHHNDDKF&lid=LSTCBKGGNV3YHHNDDKFRC1ZVV&marketplace=FLIPKART,"[""Pack of: 3"",""For: Men"",""Includes Men's Grooming Combo"",""Organic Product""]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Men,Not available,Not available,Not available,Not available,"Disposable Razor for a closer Shave, 50g Shaving Foam for easy travel use, After Shave that doesn't burn",367,162,84,45,66,83 Reviews,"[{""title"":""Terrific"",""summary"":""Very usefull kit for me. I used this product first tym and it gave a smooth shaving. The rezor quality is good and blades are sharp for tight beard like mine. After shaving lotion is also one of  good quality product""},{""title"":""Highly recommended"",""summary"":""Good kit for travellig use as it's easy to carry anywhereShaving foam has amazing fragrance and good for my sensitive skin""},{""title"":""Awesome"",""summary"":""Loved the kit as it's pretty good for the price range, the razor looks really cool and the blade is really sharp and easy to use. The delivery arrived early and was packed well. The shaving foam smells really good and it's thick and lathers well. Overall a great buy for this price range loved it and will definitely buy again""},{""title"":""Just wow!"",""summary"":""Little quantity of shaving cream  is enough for a smooth and clear shave.. razor is butter smooth. After shave lotion gives a pleasent and refreshing feel.. all products are superb.. loved them..""},{""title"":""Super!"",""summary"":""Excellent product and nicely packed""},{""title"":""Awesome"",""summary"":""I ordered this as a gift for my brother. He is very happy with this 3 in 1 kit. Its just amazing. The quality and quantity are perfect.""},{""title"":""Best in the market!"",""summary"":""I gifted this shaving kit set to my husband and he absolutely loved it!! Value for money products!!""},{""title"":""Worth every penny"",""summary"":""Very good product""},{""title"":""Moderate"",""summary"":""Very bed ragor""},{""title"":""Excellent"",""summary"":""Great""}]",Not available,"Charcoal Shaving Foam 50g, Post Shave Balm 45g, Disposable Razor",Not available,Not available,Men's Grooming Combo,Not available,Not available,Not available,SHAVE_CSF50_PSB45_MENS_RZR_1PC,Natural,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
