imagelink,productlink,price,maxretailprice,ProductName,stars,GlobalRatings,Category,Sub-category-1,Sub-category-2,Sub-category-3,reviewsLink,HighLights,Brand,Quantity,Maximum Shelf Life,Container Type,Country of Origin,Width,Height,Depth,Weight,Ideal For,Skin Type,Organic,Professional Care,Composition,Other Traits,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviews,Number of Shave Oils,Model Number,Type,Fragrance,Model Name,Set of,Pivoting Razor Head,Lubricating Strip,Handle Material,Precision Trimmer,Sales Package,Other Features,Number of Cartridges,Ingredient Type,Organic Type,Number of Blades per Cartridges,Gift Pack,Sub-category-4,Pack of,Face Wash Type,Applied For,Handle Length,Ideal Skin Type,Applicable Area,Set Of,Total No of Strips,Pack Of,Sulfate Free,Hair Type,Application Area,Other Fetures
https://rukminim1.flixcart.com/image/612/612/l3es13k0/shaving-foam/u/u/a/450-shaving-foam-for-all-skin-type-400-g-50-g-vi-john-original-imagejbthsjj2qke.jpeg?q=70,https://www.flipkart.com/vi-john-shaving-foam-all-skin-type-400-g-50-g/p/itm56515a453cdbc?pid=SHFFX5NGKKVDNCKM&lid=LSTSHFFX5NGKKVDNCKMUHVS4T&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_zNmPCX%2FqXgSyJwNJ5QFvegjVnLPcuShc%2BiYFMKUIFvHa2A%2B0Cx86k37%2BvSztJD03fCUfZAROsQCEWldN9MeJrw%3D%3D&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,187,250,VI-JOHN Shaving Foam For All Skin Type (400 g & 50 g)  (450 g),4.4,"1,754 ratings and 432 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Foam,VI-JOHN Shaving Foam,https://www.flipkart.com/vi-john-shaving-foam-all-skin-type-400-g-50-g/product-reviews/itm56515a453cdbc?pid=SHFFX5NGKKVDNCKM&lid=LSTSHFFX5NGKKVDNCKMUHVS4T&marketplace=FLIPKART,"[""Ideal For: Men"",""Skin Type: All Skin Type""]",VI-JOHN,450 g,36 Months,Tin,india,10 cm,4.5 cm,10 cm,0.4 g,Men,All Skin Type,Yes,No,"vitamin e , tea tree oil","1. Forms a velvety foam, 2. Makes shaving super easy, 3. Has antibacterial properties, 4. Contains VitaminE that protects the skin","1,113",391,144,38,68,432 Reviews,"[{""title"":""Classy product"",""summary"":""Nice very cool packing. I love this items. Extremely good""},{""title"":""Great product"",""summary"":""Very good product,I am loving it,I aways use it as it is of good quality and suitable for my skin also,Thank VI-JHON for this great product.""},{""title"":""Excellent"",""summary"":""The best foam, within good price under budget. Good offer with buy 1 get 1 (small size). Fragrance is good, and smooth too.Highly recommended.""},{""title"":""Super!"",""summary"":""Best product, I am fully satisfied with VI-JOHN Shave foam.""},{""title"":""Great product"",""summary"":""Original product and on-time delivery. Thanks🙂""},{""title"":""Highly recommended"",""summary"":""Good product nice service thanks for flipkart""},{""title"":""Brilliant"",""summary"":""Good product. Somewhat feeling a bit new""},{""title"":""Worth every penny"",""summary"":""Nice product""},{""title"":""Worth every penny"",""summary"":""Nice pleasent smell.foaming very good really nice product""},{""title"":""Just wow!"",""summary"":""Very Good""}]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/xif0q/hair-oil/h/v/v/30-beard-oil-for-beard-hair-growth-and-moustache-for-men-with-original-imagmnzamq23hgkz.jpeg?q=70,https://www.flipkart.com/oi-gong-beard-oil-hair-growth-moustache-men-shave/p/itmb3ccd11165880?pid=SVVGM5QJDBPKVTB9&lid=LSTSVVGM5QJDBPKVTB9GI6DVR&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_zNmPCX%2FqXgSyJwNJ5QFvegjVnLPcuShc%2BiYFMKUIFvECx1%2Ftc%2BW4i7BwljQ3TH00x4uRx0tdReRsQpnd%2BPUOTw%3D%3D&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,199,1499,oi-gong Beard Oil For Beard Hair Growth and Moustache for Men Shave Oil  (30 ml),,,Beauty and Grooming,Shaving & Beard Care,oi-gong Shaving & Beard Care,Not available,Not available,Not available,oi-gong,30 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,1,Beard Oil For Beard Hair Growth and Moustache for Men,Pre-shave,NA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/kk2wl8w0/shaving-razor/f/o/z/blink-and-glow-face-razor-for-women-facial-upper-lips-hair-original-imafzhhadgkhykhf.jpeg?q=70,https://www.flipkart.com/sirona-reusable-blink-glow-face-razor-women-upper-lip-eyebrows/p/itm8d55232344103?pid=SHRFZHHAAVTYGHRB&lid=LSTSHRFZHHAAVTYGHRBLJZCNG&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=99a4b88f-8dfd-46ea-956e-7c2e955f8417.SHRFZHHAAVTYGHRB.SEARCH&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,189,275,"SIRONA Reusable Blink & Glow Face Razor for Women | Upper Lip, Eyebrows  (Pack of 3)",4.3,"20,989 ratings and 1,564 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Razors,SIRONA Shaving Razors,https://www.flipkart.com/sirona-reusable-blink-glow-face-razor-women-upper-lip-eyebrows/product-reviews/itm8d55232344103?pid=SHRFZHHAAVTYGHRB&lid=LSTSHRFZHHAAVTYGHRBLJZCNG&marketplace=FLIPKART,"[""Type: Face Razor"",""Ideal For: Women"",""Lubricating Strip Present""]",SIRONA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Women,Not available,Not available,Not available,Not available,Not available,"11,660","5,514","2,353",723,739,"1,564 Reviews","[{""title"":""Worth every penny"",""summary"":""These razors are amazing and works well and helps in removing smallest hairof the face as well. Its cost efficient and easy to use. I am using it for a while now and it helped me a lot in removing upper lips hair , setting eyebrows and clearing forehead , loved this product and recommend it for sure.""},{""title"":""Classy product"",""summary"":""The blade works perfectly on the skin without causing any harm or cuts or scratches. Easily shaves out extra eyebrow hair and even facial hair The price is reasonable for a wonderfully working stainless steel blade. Packaging was good as well. You get three blades and hassle free hair removal process. Skin doesn't feel dry, it feels natural and soft. Has a cap so as to make the storage easier.""},{""title"":""Perfect product!"",""summary"":""One hundred percent satisfied!! This product is absolutely worth. The blades are of good quality, super sharp and hence gives best results. Would advice using a shaving cream/ moisturizer in order to avoid getting cuts on your skin!""},{""title"":""Simply awesome"",""summary"":""This is very useful product for all girls and women who don't have tym to go parlour for threading...i tried its really work very smothly and their results is very good ...its just a waao product for me..i aloso recommend to others also ...go for it.😇""},{""title"":""Fabulous!"",""summary"":""The razirs are fine and came with good packaging...they are no mt so sharp to cut your skin...they are goid go and buy it..😇🏝""},{""title"":""Simply awesome"",""summary"":""Superb product...it gives beautiful result after removing hair...& No side effects of this product...It helps to remove such a small hairs in the face...& After using it ,, regrowth of hair is as well as before....👌👌👍👍👍👍👍 highly recommended the product..❤️""},{""title"":""Simply awesome"",""summary"":""Very nice product. Easy and comfort to use. Loved it""},{""title"":""Must buy!"",""summary"":""I really love this razor, This razor will safely shave away fine hair with precision and safety. Use it anytime, anywhere to remove extra hair on your eyebrows, upper lip, forehead and chin. Perfect sharpness how much needed on face.""},{""title"":""Terrific purchase"",""summary"":""Thank you so much for such a great product in this price. I am in love with this razors""},{""title"":""Super!"",""summary"":""This product is great and very useful. My skin feels soft and smooth after everytime when I use Sirona Blink and Glow facial razor. My face is turning glowing and flawless. Thankyou Flipkart for delivering it before the delivery date.""}]",Not available,Not available,Face Razor,Not available,"Reusable Blink & Glow Face Razor for Women | Upper Lip, Eyebrows",3,No,Yes,Plastic,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/xif0q/shaving-razor/4/c/s/-original-imagnywyah4u2pgn.jpeg?q=70,https://www.flipkart.com/bombae-flexi-body-hair-removal-razor-aloe-strip/p/itm231de49f200f7?pid=SHRG35HPRHJKBYGZ&lid=LSTSHRG35HPRHJKBYGZREMVAP&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=99a4b88f-8dfd-46ea-956e-7c2e955f8417.SHRG35HPRHJKBYGZ.SEARCH&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,170,225,Bombae Flexi Body Hair Removal Razor with Aloe Strip  (Pack of 3),3.9,"9,562 ratings and 770 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Razors,Bombae Shaving Razors,https://www.flipkart.com/bombae-flexi-body-hair-removal-razor-aloe-strip/product-reviews/itm231de49f200f7?pid=SHRG35HPRHJKBYGZ&lid=LSTSHRG35HPRHJKBYGZREMVAP&marketplace=FLIPKART,"[""Ideal For: Women"",""Lubricating Strip Present"",""Pivoting Razor Head""]",Bombae,Not available,Not available,Not available,India,Not available,Not available,Not available,Not available,Women,Not available,Not available,Not available,Not available,Not available,"4,429","2,279","1,481",624,749,770 Reviews,"[{""title"":""Simply awesome"",""summary"":""Fabulous thing I found.......earlier I use epilator due to my sensitive skin......but still get some redness..........so this time I forgot to carry my epilator and thought of buying this after reading lots of reviews......I m not pretty sure even.......but after using I must say it's a great buy.......I used pink and blue together.......and both r awesome......one is awesome with gel.......I prefer this...............got one cut......so be little careful......its my first time so accepted......""},{""title"":""Wonderful"",""summary"":""These razors are really very much good for our skin.. it's so smooth and alo- protected blades gives a smooth feel over skin. Blades are very well do its work and after using it skin becomes softer...after 2-3 uses it can be disposed..it's grip is also good. The pack of three is really amazing...love this product...""},{""title"":""Must buy!"",""summary"":""My wife is always on a lookout fir good pivotal head razors to get instant hair removal. This contain vitamin E and aloe vera which keeps skin smooth after the shave. This have a perfect ergonomic grip and works wonder on hands , legs etc. A perfect buy .""},{""title"":""Just wow!"",""summary"":""Easy to use It can also be used for multipurposeUser friendly and safe Pocket friendly and easily availableIt shows efficient results Having smooth glides""},{""title"":""Awesome"",""summary"":""Excellent for shaving. No cuts, no rashes.Very light weight plastic razor compared to other brands. Best in use. Very smooth and comfortable shaving experience. I am sure I will never buy or move on to any other disposable razor brand now. Must Buy!!!!!!!!!!""},{""title"":""Terrific"",""summary"":""Awesome product...easy to use. 3 razor in 1 packaging. Give smooth skin after shaving this razor. Razor with vitamin e and aloevera coating. Tried first time and it gave good result.""},{""title"":""Great product"",""summary"":""Nice product for this priceI confirm table to use this product Very easy to remove my hairHave effective and efficient resultI was very happy to buy this item""},{""title"":""Highly recommended"",""summary"":""Very smooth to use , gives a perfect clean look and it works efficienctly , got this in a very reasonable price . Happy with the purchase 😊""},{""title"":""Great product"",""summary"":""The razor is superb. The blades are smooth so no chance of cuts. Has 3 blades so precise shave. Very smooth use. Definitely recommended.""},{""title"":""Excellent"",""summary"":""The product is really good and the best part is that its easy and very convenient to use.Even the beginners can use it without hurting themselves.""}]",Not available,Not available,Not available,Not available,Flexi Body Hair Removal Razor with Aloe Strip,3,Yes,Yes,Plastic,Yes,Disposable Razors x 3 units,"Aloe Lubricating Strip, Keeps skin soft, Flexible head, No Chemical Formula",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/ku79vgw0/shaving-razor/m/r/h/face-razor-with-pouch-pack-of-2-2-sirona-original-imag7dkzehdbhzhb.jpeg?q=70,https://www.flipkart.com/sirona-blink-glow-reusable-eyebrow-face-razor-women/p/itmcbee6994aaa13?pid=SHRG6DW3MEZUZEY3&lid=LSTSHRG6DW3MEZUZEY3YO2KQC&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=99a4b88f-8dfd-46ea-956e-7c2e955f8417.SHRG6DW3MEZUZEY3.SEARCH&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,149,198,SIRONA Blink & Glow Reusable Eyebrow & Face Razor for Women  (Pack of 2),4.2,"4,602 ratings and 340 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Razors,SIRONA Shaving Razors,https://www.flipkart.com/sirona-blink-glow-reusable-eyebrow-face-razor-women/product-reviews/itmcbee6994aaa13?pid=SHRG6DW3MEZUZEY3&lid=LSTSHRG6DW3MEZUZEY3YO2KQC&marketplace=FLIPKART,"[""Type: Face Razor"",""Ideal For: Women"",""Lubricating Strip Present""]",SIRONA,Not available,60 Months,Not available,Not available,Not available,Not available,Not available,Not available,Women,Not available,Not available,Not available,Not available,Not available,"2,531","1,176",547,154,194,340 Reviews,"[{""title"":""Does the job"",""summary"":""Just a okayish products for me not that sharp enough to give perfect clean smooth skin""},{""title"":""Pretty good"",""summary"":""It works well iam happy with this product as its completely safe""},{""title"":""Really Nice"",""summary"":""I've only used this twice, but lemme say this is just so damn smooth 💓Feels like therapy, the eco friendly stem and very sharp blades✨""},{""title"":""Horrible"",""summary"":""The blade is very very rough, not good for delicate parts like the face even if your face is well lubricated.""},{""title"":""Best in the market!"",""summary"":""This Sirona razors is amazing . I am using ist tym and my experience is just wow❤.Guys go for it ....With this very easy u can remove ur facial hairs✨""},{""title"":""Worst experience ever!"",""summary"":""Very. Bad the blade is not sharp at all its waste of money and purchasing time waste""},{""title"":""Terrific"",""summary"":""Good""},{""title"":""Good"",""summary"":""Don't  shave  on dry face  , it will give you breakouts nd you can use this 4 or 5 times  per razor""},{""title"":""Best in the market!"",""summary"":""Very very nice and good 😊😊😊😊😊""},{""title"":""Worth every penny"",""summary"":""Good""}]",Not available,Not available,Face Razor,Not available,Blink & Glow Reusable Eyebrow & Face Razor for Women,2,No,Yes,Plastic,No,2 Blink & Glow Facial Razor,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/xif0q/shaving-razor/w/y/s/-original-imagkgttghkamdym.jpeg?q=70,https://www.flipkart.com/gillette-mach-3-savings-pack-buy-shaving-razor-get-classic-pre-shave-foam-50g/p/itm90b7fbf7662da?pid=SHRGGTJZQH7FGXGG&lid=LSTSHRGGTJZQH7FGXGG87QECP&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=99a4b88f-8dfd-46ea-956e-7c2e955f8417.SHRGGTJZQH7FGXGG.SEARCH&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,225,250,"Gillette Mach 3 Savings Pack: Buy Shaving Razor, Get Classic Pre Shave Foam 50g",4.4,"3,879 ratings and 270 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Razors,Gillette Shaving Razors,https://www.flipkart.com/gillette-mach-3-savings-pack-buy-shaving-razor-get-classic-pre-shave-foam-50g/product-reviews/itm90b7fbf7662da?pid=SHRGGTJZQH7FGXGG&lid=LSTSHRGGTJZQH7FGXGG87QECP&marketplace=FLIPKART,"[""Type: Cartridge Razors"",""Ideal For: Men"",""Set of 1"",""Lubricating Strip Present"",""Pivoting Razor Head""]",Gillette,Not available,60 Months,Not available,Not available,Not available,Not available,Not available,Not available,Men,Not available,Not available,Not available,Not available,Not available,"2,445",878,324,95,137,270 Reviews,"[{""title"":""Must buy!"",""summary"":""I ave tried many razors but nothing works better than gillette, this mach 3 razor is something different, very comfortable and easy to use, this shaving foam works best with this razor. The shaving foam is a freebie with the razor . best deal,one could ever ask for.""},{""title"":""Great product, loved it."",""summary"":""I have been using this for a year now, long-lasting product, very gentle to the skin, and very reliable. The shaving foam is free with the razor, which is a great deal. Also, comfort and sensitivity are additional benefits in it. Proudly a Happy customer!""},{""title"":""Best in the market!"",""summary"":""I always use Gillette mach 3 razor and recently i bought this mach 3 razor which comes with a razor and a pre shave foam free with it , this one is cheaper than buying both things separately , also the razor gave me a clean shave when i used it with the foam.the blades are very sharp and gives you a perfect and clean shave, the menthol scented lather foam is very refreshing, very budget friend Go grab it!!""},{""title"":""Wonderful"",""summary"":""Ordered this and received a genuine product, the quality of the product is very good, the handle is not plastic, it is made of steel , the blades are very sharp, works best with the shaving foam that you get absolutely free with the razor. This razor is worth buying, definitely it is value of money.""},{""title"":""Great product"",""summary"":""Writing this after using it for almost 2 months now, this is a very good deal, i had shaved 15 times till now and the blades are still very sharp, i have used mach 5 before but this one is better because it comes with a free shaving foam. The price is very reasonable. Very comfortable shave, the lubricant strip is still new and works perfectly .all in all ,great deal!!""},{""title"":""Great product"",""summary"":""Nothing can beat this razor for sure, used to get a lot to cuts before but after using this razor, I didn't get any cuts, this razor comes with a free shaving foam in it, which is an amazing thing. This one this definitely cheaper than usual market price.No issues at all.This is such a great deal, go for it.""},{""title"":""Pretty good"",""summary"":""Good cartridge razor at reasonable price...may be it's part policy of Gillette to sell Razor at reasonable price and make money on cartridge. Near no irritation or cut experience.Overall best shaving razor till day I used.""},{""title"":""Excellent"",""summary"":""Loved this , using mach 3 for the first time and the blades works better than the 2 blade ordinary razor, very comfortable and easy shave, the foam is very nice and is absolutely free, it has menthol in it which makes my skin very cold and fresh, also the price is very pocket friendly, you get two things in the price of oneAbsolutely loved this mach 3""},{""title"":""Great product"",""summary"":""Amazing deal, have used this mach 3 razor earlier, now using it with the shaving foam, works very well. worth buying!!!""},{""title"":""Terrible product"",""summary"":""I shaved with it twice and it broke""}]",Not available,Not available,Cartridge Razors,Not available,"Mach 3 Savings Pack: Buy Shaving Razor, Get Classic Pre Shave Foam 50g",1,Yes,Yes,Stainless Steel,Yes,1 pc of Gillette Mach3 razor and 1 Gillette Classic Regular Pre Shave Foam 50 gm,Not available,1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/l2jcccw0/shaving-razor/f/b/6/-original-imagdurwzdjph6xx.jpeg?q=70,https://www.flipkart.com/sirona-5-blade-mini-travel-cartridge-hair-removal-razor-women-pack-1/p/itm14f0465fed973?pid=SHRG9PBBUYYZ3ZVW&lid=LSTSHRG9PBBUYYZ3ZVWBMWBL7&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=99a4b88f-8dfd-46ea-956e-7c2e955f8417.SHRG9PBBUYYZ3ZVW.SEARCH&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,298,499,SIRONA 5 Blade Mini Travel Cartridge Hair Removal Razor for Women (Pack of 1),4.3,"3,083 ratings and 217 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Razors,SIRONA Shaving Razors,https://www.flipkart.com/sirona-5-blade-mini-travel-cartridge-hair-removal-razor-women-pack-1/product-reviews/itm14f0465fed973?pid=SHRG9PBBUYYZ3ZVW&lid=LSTSHRG9PBBUYYZ3ZVWBMWBL7&marketplace=FLIPKART,"[""Type: Cartridge Razors"",""Ideal For: Women"",""Set of 5"",""Lubricating Strip Present"",""Pivoting Razor Head""]",SIRONA,Not available,60 Months,Not available,China,Not available,Not available,Not available,Not available,Women,Not available,Not available,Not available,Not available,Not available,"1,760",753,324,113,133,217 Reviews,"[{""title"":""Brilliant"",""summary"":""This razor is just amazing I loved how it removes even the smallest of hair and the patch below moisturises the skin ....this is very safe and handy you can carry any where along with you ...just go for it try ..Next time you are travelling, don't stress and just carry this along for hair free days. Super convenient, easy to use and good on sensitive skin. I am absolutely loving it.""},{""title"":""Mind-blowing purchase"",""summary"":""I just can't believe, it looks so cute. this product works like a magic on skin...it is handy and travel friendly. worth every single penny. Girls do try this.""},{""title"":""Awesome"",""summary"":""I bought this Razor for my emergency visits to other cities, I can not manage to go to salon for waxing or hair removal. This is the best to me... I'm loving this    this can be used For Underarms or Bikini area too... It comes in small cute plastic over for storage.""},{""title"":""Worth it!"",""summary"":""It's an efficient and a gentle razor. It worked very well in remving the minute hairs, Overall a good product!""},{""title"":""Great product"",""summary"":""I have used this product for the first time. And believe me it's easy to use and really has given me a perfect hair removing solution. It's built in such a way that it protects the skin from any injury and gives a smooth and comfortable experience.""},{""title"":""Excellent"",""summary"":""The product is really amazing product and is safe for use It is really wonderful and feels amazing while using it""},{""title"":""Excellent"",""summary"":""I'm loving this it can be used For Underarms or Bikini area too It comes in small cute plastic over for storage. This razor is soo handy and comfortable to use. I am very happy with this purchase.""},{""title"":""Terrific purchase"",""summary"":""This is very good razor very smooth and perfectly works on my skin.""},{""title"":""Worth every penny"",""summary"":""This razor is soo handy and comfortable to use. I am very happy with this purchase ❤️.""},{""title"":""Excellent"",""summary"":""It is worth of money. It is so smooth. I can literally close my eyes while shaving. Really loved using it.""}]",Not available,Not available,Cartridge Razors,Not available,5 Blade Mini Travel Cartridge Hair Removal Razor for Women (Pack of 1),1,Yes,Yes,Plastic,No,"Pack of 1, 5 Blade Mini Travel Cartridge","Wet the skin and glide the razor against the hair growth. Wash and pat dry. Apply Sirona Post Wax & Shave Gel to soothe and cool the newly shaved skin. It is safe to use on arms, underarms, legs and bikini area.",5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/xif0q/shaving-foam/f/d/x/400-classic-shave-foam-for-regular-skin-with-tea-tree-oil-200-gm-original-imaghabzbmhwwnwz.jpeg?q=70,https://www.flipkart.com/vi-john-classic-shave-foam-regular-skin-tea-tree-oil-200-gm-each-pack-2/p/itmad3affb44b179?pid=SHFG6UFHGGKXNJZU&lid=LSTSHFG6UFHGGKXNJZUM89OBA&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_zNmPCX%2FqXgSyJwNJ5QFvegjVnLPcuShc%2BiYFMKUIFvGJ%2FhByZVXH5JORDIwFz8BnEEiRJ%2F5zlShO99jBsuF9%2BA%3D%3D&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,223,450,VI-JOHN Classic Shave Foam for Regular Skin with Tea Tree Oil (200 GM Each) (Pack of 2)  (400 g),4.3,58 ratings and 7 reviews,Beauty and Grooming,Shaving & Beard Care,Shaving Foam,VI-JOHN Shaving Foam,https://www.flipkart.com/vi-john-classic-shave-foam-regular-skin-tea-tree-oil-200-gm-each-pack-2/product-reviews/itmad3affb44b179?pid=SHFG6UFHGGKXNJZU&lid=LSTSHFG6UFHGGKXNJZUM89OBA&marketplace=FLIPKART,"[""Ideal For: Men"",""Skin Type: All Skin Type""]",VI-JOHN,400 g,36 Months,Tin,India,Not available,Not available,Not available,Not available,Men,All Skin Type,Yes,No,"vitamin e , tea tree oil",Not available,32,15,8,0,3,7 Reviews,"[{""title"":""Perfect product!"",""summary"":""Affordable price and good quality. Thanks to Flipkart...""},{""title"":""Simply awesome"",""summary"":""supar""},{""title"":""Good quality product"",""summary"":""Value for money""},{""title"":""Excellent"",""summary"":""It's a nice product""},{""title"":""Wonderful"",""summary"":""Good""},{""title"":""Absolute rubbish!"",""summary"":""Very very very bad .... Flipkart ...cheage tha product 👎👎👎👎👎👎""},{""title"":""Good quality product"",""summary"":""Nice""}]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/klphn680/shaving-razor/s/4/l/furr-bikini-line-triming-razor-1-pee-safe-original-imagyrpaxgkpg99c.jpeg?q=70,https://www.flipkart.com/pee-safe-bikini-line-trimming-razor-women-pack-1/p/itm84d9af83df7a0?pid=SHRGYRPARECNFCTC&lid=LSTSHRGYRPARECNFCTCXRSYKF&marketplace=FLIPKART&q=Shaving+&store=g9b&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=99a4b88f-8dfd-46ea-956e-7c2e955f8417.SHRGYRPARECNFCTC.SEARCH&ppt=None&ppn=None&ssid=z75sf4ib1s0000001680893019891&qH=58f70549f555e66c,110,149,Pee Safe Bikini Line Trimming Razor for Women (Pack of 1),4.2,"8,126 ratings and 670 reviews",Beauty and Grooming,Shaving & Beard Care,Shaving Razors,Pee Safe Shaving Razors,https://www.flipkart.com/pee-safe-bikini-line-trimming-razor-women-pack-1/product-reviews/itm84d9af83df7a0?pid=SHRGYRPARECNFCTC&lid=LSTSHRGYRPARECNFCTCXRSYKF&marketplace=FLIPKART,"[""Type: Disposable Razors"",""Ideal For: Women"",""Lubricating Strip Present"",""Pivoting Razor Head""]",Pee Safe,Not available,Not available,Not available,Vietnam,Not available,Not available,Not available,Not available,Women,Not available,Not available,Not available,Not available,Not available,"4,433","2,002",959,328,404,670 Reviews,"[{""title"":""Simply awesome"",""summary"":""Great buy, this razor is awesome and very good for bikini area shaving, gifted to wife, it leave a smooth and brighter skin, grip of this razor is good enough to hold and shave. Packaging was cute and blades are really sharp to do its job.""},{""title"":""Fabulous!"",""summary"":""Best razor and easy to use. I use it today  and results are just amazing. Perfect for cleaning hairs. Best product ever. I use many but this is best one.""},{""title"":""Super!"",""summary"":""Amazing razor ...very fine blades .. loving it..very good brand ..tried soo many razors till now this one is the best .""},{""title"":""Fabulous!"",""summary"":""It's a safe bikini line razor . . You can use in your face as well. Blade are sharp but safe so no cuts.  I used in my virginal area and it's so easy to use . .loving it""},{""title"":""Highly recommended"",""summary"":""Thank you Flipkart for this wonderful product. It's really great deal in this price .... i love it""},{""title"":""Awesome"",""summary"":""This product is very amazing because If you buy it then you can save money 💵 and it have more benefits 🙂🙂. I like it and love it""},{""title"":""Terrific purchase"",""summary"":""It is totally safe and gentle on the skin. You just need to shave in the hair direction. It remover hairs very well  without too much of struggle.easy to keep this into your travel kit.very compact and handy.""},{""title"":""Simply awesome"",""summary"":""Very smooth and fine razor, best for body all body areas, easy to hold, it gives very smooth skin after using, happy to use it..""},{""title"":""Classy product"",""summary"":""It is a safe bikin line razor best quality product in this price I like it very much. Easy to use...""},{""title"":""Worth every penny"",""summary"":""Very sharp blade with well designed handle, gives baby smooth skin after the shave. design itself is very cute and impressive. In love with this razor.""}]",Not available,Not available,Disposable Razors,Not available,Bikini Line Trimming Razor for Women (Pack of 1),1,Yes,Yes,Not available,Yes,1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
