imagelink,productlink,price,maxretailprice,ProductName,stars,GlobalRatings,Category,Sub-category-1,Sub-category-2,reviewsLink,HighLights,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Display Size,Resolution,Resolution Type,GPU,Display Type,HD Game Support,Display Colors,Other Display Features,Operating System,Processor Type,Processor Core,Primary Clock Speed,Operating Frequency,Internal Storage,RAM,Expandable Storage,Supported Memory Card Type,Memory Card Slot Type,Call Log Memory,Primary Camera Available,Primary Camera,Primary Camera Features,Optical Zoom,Secondary Camera Available,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Digital Zoom,Frame Rate,Image Editor,Dual Camera Lens,Call Wait/Hold,Hands Free,Video Call Support,Call Divert,Phone Book,Call Timer,Speaker Phone,Speed Dialing,Call Records,Logs,Network Type,Supported Networks,Internet Connectivity,3G Speed,GPRS,Pre-installed Browser,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,Mini HDMI Port,NFC,USB Tethering,TV Out,Infrared,USB Connectivity,Audio Jack,Map Support,GPS Support,Smartphone,SIM Size,Social Networking Phone,Instant Message,Removable Battery,MMS,SMS,Keypad,Voice Input,Graphics PPI,Predictive Text Input,Sensors,Series,Browser,Ringtones Format,FM Radio,FM Radio Recording,DLNA Support,Audio Formats,Video Formats,Battery Capacity,Dual Battery,Width,Height,Depth,Weight,Warranty Summary,Covered in Warranty,Domestic Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/i/v/-original-imagfhu6bdzhnmkz.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-64-gb/p/itmeadfda1bd23fa?pid=MOBGENJWF4KJTPEN&lid=LSTMOBGENJWF4KJTPENS2XJXA&marketplace=FLIPKART&q=Mobiles&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=2cc178aa-d14d-43ae-bbd6-5ed1e0a4f52a.MOBGENJWF4KJTPEN.SEARCH&ppt=None&ppn=None&ssid=vewvtaceq80000001681390894797&qH=ae068f9324d0df60,9699,14999,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)  (4 GB RAM)",4.4,"1,35,955 Ratings &7,861 Reviews",Mobiles & Accessories,Mobiles,SAMSUNG Mobiles,https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-64-gb/product-reviews/itmeadfda1bd23fa?pid=MOBGENJWF4KJTPEN&lid=LSTMOBGENJWF4KJTPENS2XJXA&marketplace=FLIPKART,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"",""16.76 cm (6.6 inch) Full HD+ Display"",""50MP + 5MP + 2MP | 8MP Front Camera"",""6000 mAh Lithium Ion Battery"",""Exynos 850 Processor""]","Handset, Travel Adapter, Data Cable (A to C), Ejection Pin, Quick Start Guide",SM-E135FZGDINS,Galaxy F13,Nightsky Green,Smartphones,Dual Sim,No,Yes,Yes,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G52,Full HD+,Yes,16M,"6.6"" FHD+ Dewdrop",Android 12,Exynos 850,Octa Core,2 GHz,"2G GSM: 850/900/1800/1900, 3G UMTS(WCDMA): B1(2100)/B5(850)/B8(900), 4G LTE FDD: B1(2100)/B3(1800)/B5(850)/B7(2600)/B8(900)/B20(800)/B28(700), 4G LTE TDD: B38(2600)/B40(2300)/B41(2500)",64 GB,4 GB,1 TB,MIcroSD,Dedicated Slot,Yes,Yes,50MP + 5MP + 2MP,"Triple Camera Setup: 50MP + 5MP + 2MP, Camera Features: Deco Pic, Food, Macro, Panorama, Photo, Portrait, Pro, Video",Yes,Yes,8MP Front Camera,8MP Camera Setup,Rear Flash,Yes,Yes,Yes,10X,30 fps,Yes,Primary Camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, GPRS",5.76 Mbps,Yes,"Google Chrome, Samsung S Browser 14.0",Yes,v5.0,Yes,802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,No,Yes,Yes,No,No,Yes,3.5mm,Yes,Yes,Yes,Nano Sim,Yes,Yes,No,Yes,Yes,No,Yes,401 PPI,Yes,"Accelerometer, Fingerprint Sensor, Geomagnetic Sensor, Virtual Light Sensing, Virtual Proximity Sensing",F Series,"Google Chrome, Samsung S Browser 14.0","MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",Yes,Yes,No,"AMR, M4A","MP4, 3GP",6000 mAh,No,76.9 mm,165.4 mm,9.3 mm,207 g,1 Year Warranty Provided By the Manufacturer from Date of Purchase,Manufacturing Defect,1 Year
