ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviewsLink,HighLights,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,SAR Value,Display Size,Resolution,Resolution Type,GPU,Display Type,Other Display Features,Operating System,Processor Type,Processor Core,Primary Clock Speed,Secondary Clock Speed,Operating Frequency,Internal Storage,RAM,Expandable Storage,Supported Memory Card Type,Memory Card Slot Type,Primary Camera Available,Primary Camera,Primary Camera Features,Secondary Camera Available,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Video Recording Resolution,Frame Rate,Dual Camera Lens,Network Type,Supported Networks,Internet Connectivity,3G,GPRS,Pre-installed Browser,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,Infrared,USB Connectivity,EDGE,Audio Jack,Map Support,GPS Support,Smartphone,SIM Size,User Interface,SMS,Graphics PPI,Sensors,Browser,Other Features,GPS Type,Battery Capacity,Width,Height,Depth,Weight,Warranty Summary,Domestic Warranty,Quick Charging,Call Log Memory,Digital Zoom,Image Editor,Call Wait/Hold,Conference Call,Hands Free,Call Divert,Phone Book,Call Timer,Speaker Phone,Call Records,Micro USB Port,Mini HDMI Port,NFC,USB Tethering,Removable Battery,MMS,Keypad,Voice Input,Predictive Text Input,User Memory,FM Radio,FM Radio Recording,Music Player,Battery Type,Sound Enhancements,Micro USB Version,Upgradable Operating System,Display Colors,Touchscreen Type,Ringtones Format,Audio Formats,Video Formats,Phone Book Memory,Optical Zoom,Video Call Support,Logs,Mini USB Port,Keypad Type,Instant Message,Business Phone,Dual Battery,Warranty Service Type,DLNA Support,Covered in Warranty,Tertiary Clock Speed,Social Networking Phone,Additional Content,HD Game Support,Speed Dialing,3G Speed,SIM Access,Series,Not Covered in Warranty,TV Out,Total Memory,Mobile Tracker,Talk Time,Supported Languages,Important Apps
"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/p/e/4/c31-mzb0a0jin-poco-original-imag7bzqxgdhgf2n.jpeg?q=70,https://www.flipkart.com/poco-c31-royal-blue-64-gb/p/itm19effae969b86?pid=MOBG73E7GKQK4KZP&lid=LSTMOBG73E7GKQK4KZPOKZZYO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=d5cbcd63-2a1e-4400-999f-b5ae34e847d9.MOBG73E7GKQK4KZP.SEARCH&ppt=None&ppn=None&ssid=kybnlsl3800000001680600956932&qH=eb4af0bf07c16429,7499,11999,4.3,212742Rtns&13426Rves,"1,30,865","44,953","18,175","6,626","12,123","13,426 Reviews",https://www.flipkart.com/poco-c31-royal-blue-64-gb/product-reviews/itm19effae969b86?pid=MOBG73E7GKQK4KZP&lid=LSTMOBG73E7GKQK4KZPOKZZYO&marketplace=FLIPKART,"[""4 GB RAM | 64 GB ROM | Expandable Upto 512 GB"",""16.59 cm (6.53 inch) HD+ Display"",""13MP + 2MP + 2MP | 5MP Front Camera"",""5000 mAh Lithium-ion Polymer Battery"",""MediaTek G35 Processor""]","Handset, Power Adapter, Micro-USB Cable, SIM Ejector Tool, User Guide and Warranty Card",MZB0A0KIN,C31,Royal Blue,Smartphones,Dual Sim,No,Yes,Yes,"Head: 0.506 W/Kg, Body: 0.833 W/Kg",16.59 cm (6.53 inch),1600 x 720 Pixels,HD+,PowerVR GE8320,HD+ In-Cell LCD,"20:9 Aspect Ratio, Panda Glass, 1500:1 Contrast Ratio, 70.8% NTSC Ratio",Android 10,MediaTek G35,Octa Core,2.3 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE FDD: B1/B3/B5/B8, 4G LTE TDD: B40/B41",64 GB,4 GB,512 GB,microSD,Dedicated Slot,Yes,13MP + 2MP + 2MP,"Triple Rear Camera Setup: 13MP Primary (f/2.2, 1.0μm Pixel Size) + 2MP Macro (Fixed Focus, 1.75μm Pixel Size) + 2MP Portrait (Fixed Focus, 1.75μm Pixel Size), Features: Phase Detection Auto Focus, HDR, AI Portrait Mode, Face Recognition, AI Scene Detection, Night Mode",Yes,5MP Front Camera,"5MP Front Camera (f/2.2, 1.12μm Pixel Size), Features: Face Recognition, HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm Shutter",Rear - LED Flash | Front - Screen Flash,Yes,Yes,Yes,Front and Rear Camera: 1080p (at 30fps),30 fps,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Yes,Google Chrome,Yes,v5.0,Yes,802.11 a/b/g/n,Yes,No,Yes,Yes,3.5mm,Google Maps,Yes,Yes,Nano,MIUI 12 (Based on Android 10),Yes,270 PPI,"Ambient Light Sensor, Proximity Sensor, Accelerometer",Google Chrome,"Screen Mirror/Cast, Face Unlock, Dual App Support, 10W Charger","GPS/A-GPS, GLONASS, BeiDou",5000 mAh,77.1 mm,164.9 mm,9 mm,194 g,"1 Year Warranty for Handset, 6 Months for Accessories",1 Year,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"POCO C31 (Shadow Gray, 64 GB)  (4 GB RAM)",https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/b/o/m/c31-mzb0a0min-poco-original-imag7bzqxekkpkrv.jpeg?q=70,https://www.flipkart.com/poco-c31-shadow-gray-64-gb/p/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHLGXHUM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=d5cbcd63-2a1e-4400-999f-b5ae34e847d9.MOBG73E7UBFXXMCH.SEARCH&ppt=None&ppn=None&ssid=kybnlsl3800000001680600956932&qH=eb4af0bf07c16429,7499,11999,4.3,212742Rtns&13426Rves,"1,30,865","44,953","18,175","6,626","12,123","13,426 Reviews",https://www.flipkart.com/poco-c31-shadow-gray-64-gb/product-reviews/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHLGXHUM&marketplace=FLIPKART,"[""4 GB RAM | 64 GB ROM | Expandable Upto 512 GB"",""16.59 cm (6.53 inch) HD+ Display"",""13MP + 2MP + 2MP | 5MP Front Camera"",""5000 mAh Lithium-ion Polymer Battery"",""MediaTek Helio G35 Processor""]","Handset, Power Adapter, Micro-USB Cable, SIM Ejector Tool, User Guide and Warranty Card",MZB0A0MIN,C31,Shadow Gray,Smartphones,Dual Sim,No,Yes,Yes,"Head: 0.506 W/Kg, Body: 0.833 W/Kg",16.59 cm (6.53 inch),1600 x 720 Pixels,HD+,PowerVR GE8320,HD+ In-Cell LCD,"20:9 Aspect Ratio, Panda Glass, 1500:1 Contrast Ratio, 70.8% NTSC Ratio",Android 10,MediaTek Helio G35,Octa Core,2.3 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE FDD: B1/B3/B5/B8, 4G LTE TDD: B40/B41",64 GB,4 GB,512 GB,microSD,Dedicated Slot,Yes,13MP + 2MP + 2MP,"Triple Rear Camera Setup: 13MP Primary (f/2.2, 1.0μm Pixel Size) + 2MP Macro (Fixed Focus, 1.75μm Pixel Size) + 2MP Portrait (Fixed Focus, 1.75μm Pixel Size), Features: Phase Detection Auto Focus, HDR, AI Portrait Mode, Face Recognition, AI Scene Detection, Night Mode",Yes,5MP Front Camera,"5MP Front Camera (f/2.2, 1.12μm Pixel Size), Features: Face Recognition, HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm Shutter",Rear - LED Flash | Front - Screen Flash,Yes,Yes,Yes,Front and Rear Camera: 1080p (at 30fps),30 fps,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Yes,Google Chrome,Yes,v5.0,Yes,802.11 a/b/g/n,Yes,No,Yes,Yes,3.5mm,Google Maps,Yes,Yes,Nano,MIUI 12 (Based on Android 10),Yes,270 PPI,"Ambient Light Sensor, Proximity Sensor, Accelerometer",Google Chrome,"Screen Mirror/Cast, Face Unlock, Dual App Support, 10W Charger","GPS/A-GPS, GLONASS, BeiDou",5000 mAh,77.1 mm,164.9 mm,9 mm,194 g,"1 Year Warranty for Handset, 6 Months for Accessories",1 Year,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"POCO C31 (Royal Blue, 32 GB)  (3 GB RAM)",https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/p/e/4/c31-mzb0a0jin-poco-original-imag7bzqxgdhgf2n.jpeg?q=70,https://www.flipkart.com/poco-c31-royal-blue-32-gb/p/itm9656ebd21e0b3?pid=MOBG73E7ZBHHQ3RB&lid=LSTMOBG73E7ZBHHQ3RBPQ3FU1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=d5cbcd63-2a1e-4400-999f-b5ae34e847d9.MOBG73E7ZBHHQ3RB.SEARCH&ppt=None&ppn=None&ssid=kybnlsl3800000001680600956932&qH=eb4af0bf07c16429,6499,10999,4.3,139876Rtns&8817Rves,"86,156","30,771","11,994","3,952","7,003","8,817 Reviews",https://www.flipkart.com/poco-c31-royal-blue-32-gb/product-reviews/itm9656ebd21e0b3?pid=MOBG73E7ZBHHQ3RB&lid=LSTMOBG73E7ZBHHQ3RBPQ3FU1&marketplace=FLIPKART,"[""3 GB RAM | 32 GB ROM | Expandable Upto 512 GB"",""16.59 cm (6.53 inch) HD+ Display"",""13MP + 2MP + 2MP | 5MP Front Camera"",""5000 mAh Lithium-ion Polymer Battery"",""MediaTek Helio G35 Processor""]","Handset, Power Adapter, Micro-USB Cable, SIM Ejector Tool, User Guide and Warranty Card",MZB0A0JIN,C31,Royal Blue,Smartphones,Dual Sim,No,Yes,Yes,"Head: 0.506 W/Kg, Body: 0.833 W/Kg",16.59 cm (6.53 inch),1600 x 720 Pixels,HD+,PowerVR GE8320,HD+ In-Cell LCD,"20:9 Aspect Ratio, Panda Glass, 1500:1 Contrast Ratio, 70.8% NTSC Ratio",Android 10,MediaTek Helio G35,Octa Core,2.3 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE FDD: B1/B3/B5/B8, 4G LTE TDD: B40/B41",32 GB,3 GB,512 GB,microSD,Dedicated Slot,Yes,13MP + 2MP + 2MP,"Triple Rear Camera Setup: 13MP Primary (f/2.2, 1.0μm Pixel Size) + 2MP Macro (Fixed Focus, 1.75μm Pixel Size) + 2MP Portrait (Fixed Focus, 1.75μm Pixel Size), Features: Phase Detection Auto Focus, HDR, AI Portrait Mode, Face Recognition, AI Scene Detection, Night Mode",Yes,5MP Front Camera,"5MP Front Camera (f/2.2, 1.12μm Pixel Size), Features: Face Recognition, HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm Shutter",Rear - LED Flash | Front - Screen Flash,Yes,Yes,Yes,Front and Rear Camera: 1080p (at 30fps),30 fps,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Yes,Google Chrome,Yes,v5.0,Yes,802.11 a/b/g/n,Yes,No,Yes,Yes,3.5mm,Google Maps,Yes,Yes,Nano,MIUI 12 (Based on Android 10),Yes,270 PPI,"Ambient Light Sensor, Proximity Sensor, Accelerometer",Google Chrome,"Screen Mirror/Cast, Face Unlock, Dual App Support, 10W Charger","GPS/A-GPS, GLONASS, BeiDou",5000 mAh,77.1 mm,164.9 mm,9 mm,194 g,"1 Year Warranty for Handset, 6 Months for Accessories",1 Year,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"POCO C55 (Cool Blue, 64 GB)  (4 GB RAM)",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70,https://www.flipkart.com/poco-c55-cool-blue-64-gb/p/itm166c52f5d5dc0?pid=MOBGMXSW55C7ZJE7&lid=LSTMOBGMXSW55C7ZJE79KIZDX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=d5cbcd63-2a1e-4400-999f-b5ae34e847d9.MOBGMXSW55C7ZJE7.SEARCH&ppt=None&ppn=None&ssid=kybnlsl3800000001680600956932&qH=eb4af0bf07c16429,8499,11999,4.3,5136Rtns&216Rves,"3,206","1,001",427,139,363,216 Reviews,https://www.flipkart.com/poco-c55-cool-blue-64-gb/product-reviews/itm166c52f5d5dc0?pid=MOBGMXSW55C7ZJE7&lid=LSTMOBGMXSW55C7ZJE79KIZDX&marketplace=FLIPKART,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"",""17.04 cm (6.71 inch) HD+ Display"",""50MP Rear Camera | 5MP Front Camera"",""5000 mAh Battery"",""Mediatek Helio G85 Processor""]","Handset, 10W Charger, Micro USB Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",MZB0DDGIN,C55,Cool Blue,Smartphones,Dual Sim,No,Yes,Yes,"SAR Limit: 1.6 W/kg, Head SAR: 0.868 W/kg, Body SAR: 0.769 W/kg",17.04 cm (6.71 inch),1650 x 720 Pixels,HD+,Arm Mali-G52 MC2 (at 1 GHz),Not available,Touch Sampling Rate: 120Hz,Android 12,Mediatek Helio G85,Octa Core,2 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE TDD: B40/B41, 4G LTE FDD: B1/B3/B5/B8",64 GB,4 GB,1 TB,MicroSD,Dedicated Slot,Yes,50MP Rear Camera,"AI Dual Camera Setup: 50MP (f/1.8 Aperture, 1.28um (4-in-1 Super Pixel)), Camera Features: Photo Mode, 50MP Mode, Timelapse, Night Mode, Portrait Mode, Document Mode, Movie Frame, Voice Shutter, Tilt Shift, Timed Burst",Yes,5MP Front Camera,"5MP Front Camera: Camera Features: Portrait Mode, HDR, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse",Rear Flash,Yes,Yes,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)",30 fps,Not available,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Yes,Not available,Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Yes,Not available,3.5mm,Yes,Yes,Yes,Nano Sim,MIUI 13 (Based on Android 12),Yes,Not available,"Accelerometer, Rear Fingerprint Sensor, Light Sensor (Software Solution), Proximity Sensor (Software Solution)",Google Chrome,"Leather-Stitch Design, Scratch Resistant Display with Oleophobic Coating, IP52 Protection, 3 GB Turbo RAM","GPS, AGPS, GLONASS, GALILEO, QZSS",5000 mAh,76.41 mm,168.76 mm,8.77 mm,192 g,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year,Yes,Yes,10X,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,47.3,Yes,No,Yes,Lithium Polymer,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"POCO C55 (Power Black, 64 GB)  (4 GB RAM)",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70,https://www.flipkart.com/poco-c55-power-black-64-gb/p/itme567bcd596fe9?pid=MOBGMXSW9PHJVQCA&lid=LSTMOBGMXSW9PHJVQCALTZQ3D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=d5cbcd63-2a1e-4400-999f-b5ae34e847d9.MOBGMXSW9PHJVQCA.SEARCH&ppt=None&ppn=None&ssid=kybnlsl3800000001680600956932&qH=eb4af0bf07c16429,8499,11999,4.3,5136Rtns&216Rves,"3,206","1,001",427,139,363,216 Reviews,https://www.flipkart.com/poco-c55-power-black-64-gb/product-reviews/itme567bcd596fe9?pid=MOBGMXSW9PHJVQCA&lid=LSTMOBGMXSW9PHJVQCALTZQ3D&marketplace=FLIPKART,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"",""17.04 cm (6.71 inch) HD+ Display"",""50MP Rear Camera | 5MP Front Camera"",""5000 mAh Battery"",""Mediatek Helio G85 Processor""]","Handset, 10W Charger, Micro USB Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",MZB0DDLIN,C55,Power Black,Smartphones,Dual Sim,No,Yes,Yes,"SAR Limit: 1.6 W/kg, Head SAR: 0.868 W/kg, Body SAR: 0.769 W/kg",17.04 cm (6.71 inch),1650 x 720 Pixels,HD+,Arm Mali-G52 MC2 (at 1 GHz),Not available,Touch Sampling Rate: 120Hz,Android 12,Mediatek Helio G85,Octa Core,2 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE TDD: B40/B41, 4G LTE FDD: B1/B3/B5/B8",64 GB,4 GB,1 TB,MicroSD,Dedicated Slot,Yes,50MP Rear Camera,"AI Dual Camera Setup: 50MP (f/1.8 Aperture, 1.28um (4-in-1 Super Pixel)), Camera Features: Photo Mode, 50MP Mode, Timelapse, Night Mode, Portrait Mode, Document Mode, Movie Frame, Voice Shutter, Tilt Shift, Timed Burst",Yes,5MP Front Camera,"5MP Front Camera: Camera Features: Portrait Mode, HDR, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse",Rear Flash,Yes,Yes,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)",30 fps,Not available,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Yes,Not available,Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Yes,Not available,3.5mm,Yes,Yes,Yes,Nano Sim,MIUI 13 (Based on Android 12),Yes,Not available,"Accelerometer, Rear Fingerprint Sensor, Light Sensor (Software Solution), Proximity Sensor (Software Solution)",Google Chrome,"Leather-Stitch Design, Scratch Resistant Display with Oleophobic Coating, IP52 Protection, 3 GB Turbo RAM","GPS, AGPS, GLONASS, GALILEO, QZSS",5000 mAh,76.41 mm,168.76 mm,8.77 mm,192 g,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year,Yes,Yes,10X,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,47.3,Yes,No,Yes,Lithium Polymer,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"POCO M4 Pro (Cool Blue, 128 GB)  (6 GB RAM)",https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/8/9/n/-original-imagc7tmhcbrarpk.jpeg?q=70,https://www.flipkart.com/poco-m4-pro-cool-blue-128-gb/p/itm98e13f0c82b82?pid=MOBGBTHFBKGG6AVB&lid=LSTMOBGBTHFBKGG6AVBYTEXZO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=d5cbcd63-2a1e-4400-999f-b5ae34e847d9.MOBGBTHFBKGG6AVB.SEARCH&ppt=None&ppn=None&ssid=kybnlsl3800000001680600956932&qH=eb4af0bf07c16429,12999,19999,4.3,160310Rtns&14165Rves,"96,626","39,120","11,352","4,093","9,119","14,165 Reviews",https://www.flipkart.com/poco-m4-pro-cool-blue-128-gb/product-reviews/itm98e13f0c82b82?pid=MOBGBTHFBKGG6AVB&lid=LSTMOBGBTHFBKGG6AVBYTEXZO&marketplace=FLIPKART,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"",""16.33 cm (6.43 inch) Full HD+ AMOLED Display"",""64MP + 8MP + 2MP | 16MP Front Camera"",""5000 mAh Lithium-ion Polymer Battery"",""Mediatek Helio G96 Processor""]","Handset, 33W Power Adapter, USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card",MZB0B5VIN,M4 Pro,Cool Blue,Smartphones,Dual Sim,No,Yes,Yes,"Head: 0.855 W/Kg, Body: 0.853 W/Kg",16.33 cm (6.43 inch),2400 x 1080 Pixels,Full HD+ AMOLED Display,ARM Mali-G57 MC2,Full HD+ AMOLED,"Aspect Ratio: 20:9, In-Cell AMOLED Dot Display with 90Hz Refresh Rate, Contrast Ratio: 4500000:1, NTSC Ratio: Supports DCI-P3 Color Gamut, Screen Mirror/ Cast: Yes",Android 11,Mediatek Helio G96,Octa Core,2.05 GHz,2 GHz,"4G FDD LTE: B1/B3/B5/B8, 4G TDD LTE: B40/B41, 3G WCDMA: B1/B2/B5/B8, 2G GSM: 850/900/1800/1900 MHz",128 GB,6 GB,1 TB,MicroSD,Dedicated Slot,Yes,64MP + 8MP + 2MP,"Triple Camera Setup: 64MP Main Camera (f/1.8 Aperture, Pixel Size: 0.7um, (4-in-1: 16MP, 1.4um)) + 8MP Ultra Wide Camera (f/2.2 Aperture, Pixel Size: 1.0um, FOV: 118 Degree) + 2MP Macro Camera, Phase Detection Auto Focus, Camera Feature: HDR, AI Portrait Mode, Pro Mode, AI Scene Detection, Night Mode, Short Video, Slow Motion, Time Lapse, Panorama, AI Watermark, Pro Color, Timed Burst, Ultra Wide Mode, Macro Mode",Yes,16MP Front Camera,"16MP Camera Setup: (f/2.45 Aperture, Pixel Size: 1.0um), Camera Feature: HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm shutter",Rear Flash,Yes,Yes,Yes,Rear Camera: 1080p (at 30 fps) | Front Camera: 1080p (at 30 fps),30 fps,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi",Not available,Not available,Not available,Yes,v5.0,Yes,802.11 a/b/g/n (2.4 GHz | 5 GHz),Yes,Not available,Yes,Not available,3.5mm,Yes,Yes,Yes,Nano Sim,MIUI 13 (Based on Android 11),Not available,409 PPI,"Ambient Light Sensor, Proximity Sensor, E-Compass, Accelerometer, Gyroscope, Fingerprint Scanner",Not available,"Fingerprint Scanner Position: Side Mounted (Power Key), Face Unlock, Dual App Support, 33W MMT Fast Charging, Standby Time (4G): 660 Hours, Corning Gorilla Glass 3. Turbo RAM: 1 GB, UFS 2.2, IR Blaster, Handset Body: Polycarbonate Back","GPS, A-GPS, GLONASS, BEIDOU",5000 mAh,73.8 mm,159.8 mm,8.08 mm,179.5 g,"One Year for Handset, 6 Months for Accessories",1 Year,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Dual Stereo Speakers, Hi Res Audio Certified for Headphones",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
