imagelink,productlink,Position,Product,ProductName,Brand,price,Price per unit,maxretailprice,stars,Ratings,Reviews,Mother Category,Category,Sub-Category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,Platform,Quantity,Quantity unit,NumberofSellers,Description,Number of images,IsAds,Net Rating Score (NRS),Discount%,Search Term,Min Price,Max Price,St-dev-Price,Title Length,Description Length,Date
https://rukminim1.flixcart.com/image/416/416/xif0q/washing-machine-new/d/r/i/6-5-44-iq-65excel-pn-0-400-70-5-18-innoq-90-5-original-imagzzup2dyf3ztu.jpeg?q=70,https://www.flipkart.com/innoq-6-5-kg-semi-automatic-top-load-washing-machine-maroon-white/p/itm8f821b610457b?pid=WMNGZHHGVRGCPFJM&lid=LSTWMNGZHHGVRGCPFJMPKZKNF&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_YFgRDVhGmyIuYgNJU4cHRkkhFOo2Qrz3n5mhoBAq3LoMqYwlw%2BRc9MbYb16DlgmGVaD1kmZwchY8QjuPKoVdqQ%3D%3D&ppt=None&ppn=None&ssid=a8kbmzj6740000001685009142904&qH=b3522a5e7056c9c0,1,Washing Machines,"InnoQ 6.5 Kg Semi Automatic Top Load Washing Machine Maroon, White  (IQ-65EXCEL-PN)",InnoQ,6689,,14990,4.2,39,9,Home & Kitchen,Home Appliances,Washing Machines,25,5,3,2,4,Flipkart,,,1,NA,13,Yes,61.53846153846154,55,washing machine,6689,6689,0,83,2,"Thursday, 25 May, 2023"
https://rukminim1.flixcart.com/image/416/416/xif0q/washing-machine-new/c/i/z/-original-imagkgvkayhuzjwh.jpeg?q=70,https://www.flipkart.com/godrej-7-kg-fully-automatic-top-load-washing-machine-grey/p/itmd266eba880de8?pid=WMNGBHWZASUFYDWE&lid=LSTWMNGBHWZASUFYDWECFFLAZ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_YFgRDVhGmyIuYgNJU4cHRkkhFOo2Qrz3n5mhoBAq3Lo5iuJm0tJ9C7kGfvmqbzCQI0%2BZa2cUmzloymCw0ECJpA%3D%3D&ppt=None&ppn=None&ssid=a8kbmzj6740000001685009142904&qH=b3522a5e7056c9c0,2,Washing Machines,Godrej 7 kg Fully Automatic Top Load Washing Machine Grey  (WTEON 700 AP GPGR),Godrej,13990,,19890,4.1,927,70,Home & Kitchen,Home Appliances,Washing Machines,516,220,70,28,93,Flipkart,,,1,"The Godrej 7 kg Fully Automatic Top-loading Washing Machine makes washing your clothing a breeze. Its rust-resistant polypropylene body ensures long-term performance. This washing machine also features up to five wash programmes, allowing you to select different programmes depending on the kind of fabric. Additionally, the Active Soak function on this washing machine allows you to pre-soak your clothing for about five to eight minutes for excellent stain removal.",17,Yes,66.34304207119742,29,washing machine,13990,13990,0,78,467,"Thursday, 25 May, 2023"
