imagelink,productlink,price,maxretailprice,ProductName,stars,GlobalRatings,Category,Sub-category-1,Sub-category-2,Sub-category-3,Sub-category-4,reviewsLink,HighLights,Pack of,Brand,Model Name,Quantity,Ideal For,Face Wash Type,Ingredient Type,Maximum Shelf Life,Applied For,Skin Type,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,Sales Package,Type,Organic,Country of Origin,POSITIVE_FIRST,NEGATIVE_FIRST,Container Type,Application Area,Cleanser Type,Organic Type,Form,Set of,Pivoting Razor Head,Number of Cartridges,Lubricating Strip,PA Rating,SPF Rating,Formulation,Anti Perspirant,Fragrance Family,Limited Edition,Other Traits,Hair Type,Set Of
https://rukminim1.flixcart.com/image/612/612/kuof5ow0/face-wash/k/w/6/oil-control-all-in-1-face-wash-100-ml-pack-of-3-nivea-men-original-imag7qvhqhtrrduk.jpeg?q=70,https://www.flipkart.com/nivea-oil-control-all-1-100-g-pack-3-face-wash/p/itma2d37e1140cda?pid=FCWF6YCPHYRZXDDZ&lid=LSTFCWF6YCPHYRZXDDZBILNXT&marketplace=FLIPKART&q=Mens+grooming&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_SW5rA4bHgIKHChySrOf13qJQYb5%2BsoYcyHFWUNQBWq5n7G1vj4cr%2F2rUSNWh6R9iB1TlLOWpA2wxO1kHDoFboA%3D%3D&ppt=None&ppn=None&ssid=s662wiqjps0000001681296581225&qH=964417d50e91959e,450,750,NIVEA Oil Control All In 1  100 g - Pack of 3 Face Wash  (300 g),4.4,"11,110 ratings and 667 reviews",Beauty and Grooming,Body & Face Skin Care,Body and Face Care,Face Wash,NIVEA Face Wash,https://www.flipkart.com/nivea-oil-control-all-1-100-g-pack-3-face-wash/product-reviews/itma2d37e1140cda?pid=FCWF6YCPHYRZXDDZ&lid=LSTFCWF6YCPHYRZXDDZBILNXT&marketplace=FLIPKART,"[""For Men"",""Gel Based"",""For All Skin Types"",""Applied For: Oil Control, Cleansing, Refreshing""]",3,NIVEA,Oil Control All In 1 Face Wash 100 g - Pack of 3,300 g,Men,Gel,Synthetic,29 Months,"Oil Control, Cleansing, Refreshing",All Skin Types,"7,411","2,195",819,272,413,667 Reviews,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/l5iid8w0/deodorant/u/o/c/200-deo-spray-fresh-active-none-antiperspirant-male-200ml-pack-original-imagg69xbr4t7ddh.jpeg?q=70,https://www.flipkart.com/nivea-deo-spray-fresh-active-none-antiperspirant-male-200ml-pack-2-deodorant-men/p/itmb3693132a6b5a?pid=DEOGG69TVDQGH3YH&lid=LSTDEOGG69TVDQGH3YH6ZBAVW&marketplace=FLIPKART&q=Mens+grooming&store=search.flipkart.com&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_SW5rA4bHgIKHChySrOf13qJQYb5%2BsoYcyHFWUNQBWq4D0GULwOI1UPnJWiFBhjCMx15ddcnPWrzyQpc2fPy7rQ%3D%3D&ppt=None&ppn=None&ssid=s662wiqjps0000001681296581225&qH=964417d50e91959e,335,750,"NIVEA Deo Spray Fresh Active None Antiperspirant, Male 200ml, Pack of 2 Deodorant Spray  -  For Men  (200 ml, Pack of 2)",5,7 ratings and 0 reviews,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 200 ml"",""Fragrance: Deodorant Spray"",""For Men""]",2,NIVEA,"Deo Spray Fresh Active None Antiperspirant, Male 200ml, Pack of 2",200 ml,Men,Not available,Not available,1095 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,2 Deo Spray,Deodorant Spray,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
https://rukminim1.flixcart.com/image/612/612/kz7bcsw0/talc/9/m/1/400-cool-talc-sandalfreeze-1-navratna-original-imagb9q3ukh6yxrk.jpeg?q=70,https://www.flipkart.com/navratna-cool-talc-sandalfreeze/p/itm839bb89cac49c?pid=TLCGB9Q2BYTGR2WR&lid=LSTTLCGB9Q2BYTGR2WR245CUL&marketplace=FLIPKART&q=Mens+grooming&store=search.flipkart.com&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=f9d79062-6eb7-4770-8106-03cb75f8f3c3.TLCGB9Q2BYTGR2WR.SEARCH&ppt=None&ppn=None&ssid=s662wiqjps0000001681296581225&qH=964417d50e91959e,180,300,Navratna Cool Talc SandalFreeze  (400 g),4.4,"5,332 ratings and 412 reviews",Beauty and Grooming,Body & Face Skin Care,Body and Face Care,Talcum Powder,Navratna Talcum Powder,https://www.flipkart.com/navratna-cool-talc-sandalfreeze/product-reviews/itm839bb89cac49c?pid=TLCGB9Q2BYTGR2WR&lid=LSTTLCGB9Q2BYTGR2WR245CUL&marketplace=FLIPKART,"[""Ideal For: Men""]",1,Navratna,Cool Talc SandalFreeze,400 g,Men,Not available,Synthetic,36 Months,Not available,Not available,"3,440","1,114",443,169,166,,Not available,Not available,No,India,"[{""title"":""Excellent"",""summary"":""Really good product""},{""title"":""Highly recommended"",""summary"":""Very good product and delivery service also good.""},{""title"":""Terrific purchase"",""summary"":""Good product 👍""},{""title"":""Simply awesome"",""summary"":""Excellent""},{""title"":""Fabulous!"",""summary"":""Guess what was inside packagiiinng. 😁😆😃🤪 Flipkart really surprised me with this packaging 🎉🎉🎉🙏🙏🙏🙏Perfect talcum with daily use in summer TALCUM IS GREAT WITH GOOD PRICES on sale""},{""title"":""Just wow!"",""summary"":""Good""},{""title"":""Super!"",""summary"":""Good quality""},{""title"":""Terrific"",""summary"":""Nice product 😍😍😍""},{""title"":""Worth every penny"",""summary"":""Best""},{""title"":""Mind-blowing purchase"",""summary"":""Nice smell really""},{""title"":""Best in the market!"",""summary"":""Good quality""},{""title"":""Highly recommended"",""summary"":""Good product 👍🤠🤠🤠🤠🤠🤠🤠👍🤣👍🤣👍🙏🏽🤠 to karna""},{""title"":""Perfect product!"",""summary"":""Very good""},{""title"":""Terrific purchase"",""summary"":""Very good""},{""title"":""Fabulous!"",""summary"":""Awesome""},{""title"":""Best in the market!"",""summary"":""Nice fragrance good powder 🤩🤩🤩""},{""title"":""Brilliant"",""summary"":""Best but less""},{""title"":""Terrific"",""summary"":""Nice""},{""title"":""Brilliant"",""summary"":""Prodict both a chance""},{""title"":""Awesome"",""summary"":""Nice prodect""},{""title"":""Brilliant"",""summary"":""Profitable deal""},{""title"":""Great product"",""summary"":""Nice product""},{""title"":""Mind-blowing purchase"",""summary"":""Good""},{""title"":""Must buy!"",""summary"":""Good""},{""title"":""Just wow!"",""summary"":""Good""},{""title"":""Super!"",""summary"":""Very very cool""},{""title"":""Perfect product!"",""summary"":""Awesome 👌 👏 👍""},{""title"":""Classy product"",""summary"":""Good""},{""title"":""Perfect product!"",""summary"":""Nice 👍""},{""title"":""Classy product"",""summary"":""Great""},{""title"":""Mind-blowing purchase"",""summary"":""Very good product.""},{""title"":""Super!"",""summary"":""this is a good product.it is price so less than market price""},{""title"":""Just wow!"",""summary"":""Good""},{""title"":""Awesome"",""summary"":""Good smell""},{""title"":""Classy product"",""summary"":""Very good""},{""title"":""Just wow!"",""summary"":""Nice product 👍""},{""title"":""Perfect product!"",""summary"":""Nice 🙂👌""},{""title"":""Just wow!"",""summary"":""Nice""},{""title"":""Mind-blowing purchase"",""summary"":""Excellent.""},{""title"":""Terrific purchase"",""summary"":""Nice""},{""title"":""Brilliant"",""summary"":""Must by""},{""title"":""Terrific"",""summary"":""Good""},{""title"":""Brilliant"",""summary"":""Osm""},{""title"":""Great product"",""summary"":""Very good very cool and very reasonable rate""},{""title"":""Fabulous!"",""summary"":""Good""},{""title"":""Terrific"",""summary"":""Good""},{""title"":""Perfect product!"",""summary"":""Icy cool""},{""title"":""Classy product"",""summary"":""It's really best product.""},{""title"":""Great product"",""summary"":""Nice product""},{""title"":""Highly recommended"",""summary"":""Exelent""},{""title"":""Highly recommended"",""summary"":""Good product""},{""title"":""Highly recommended"",""summary"":""Amazing""},{""title"":""Mind-blowing purchase"",""summary"":""Good""},{""title"":""Classy product"",""summary"":""Best deal  good product""},{""title"":""Wonderful"",""summary"":""Nice""},{""title"":""Excellent"",""summary"":""Excellent product👍👍""},{""title"":""Brilliant"",""summary"":""Nice satisfied 👌""},{""title"":""Awesome"",""summary"":""Nice""},{""title"":""Brilliant"",""summary"":""Okay""},{""title"":""Highly recommended"",""summary"":""Nice fragrance""},{""title"":""Must buy!"",""summary"":""Nice product and fragrance in just 180.wowww""},{""title"":""Worth every penny"",""summary"":""Smells Great Feels Fresh""},{""title"":""Brilliant"",""summary"":""Value for money 💰""},{""title"":""Terrific"",""summary"":""Verygood talc for dailyuse good sandal perfume""},{""title"":""Brilliant"",""summary"":""Good one""},{""title"":""Worth every penny"",""summary"":""Amazing powder for summer you can cold in summers too""},{""title"":""Terrific"",""summary"":""Good""},{""title"":""Fabulous!"",""summary"":""Good""},{""title"":""Just wow!"",""summary"":""Good""},{""title"":""Fabulous!"",""summary"":""its ok""},{""title"":""Classy product"",""summary"":""Very nice""},{""title"":""Awesome"",""summary"":""Hassmm product""},{""title"":""Highly recommended"",""summary"":""Great product must buy""},{""title"":""Super!"",""summary"":""Nice""},{""title"":""Perfect product!"",""summary"":""nic product""},{""title"":""Just wow!"",""summary"":""Good""},{""title"":""Great product"",""summary"":""Good""},{""title"":""Just wow!"",""summary"":""Cool talk for very bad garmi 👍👍👍""},{""title"":""Perfect product!"",""summary"":""Good product""},{""title"":""Excellent"",""summary"":""Good""},{""title"":""Terrific"",""summary"":""Nice fragrance talc""},{""title"":""Terrific"",""summary"":""Fantastic product 👍👍""},{""title"":""Excellent"",""summary"":""Good""},{""title"":""Brilliant"",""summary"":""Worth the money!""},{""title"":""Wonderful"",""summary"":""Nice""},{""title"":""Simply awesome"",""summary"":""Awesome""},{""title"":""Excellent"",""summary"":""Good product""},{""title"":""Fabulous!"",""summary"":""Nice products""},{""title"":""Excellent"",""summary"":""Nice""},{""title"":""Highly recommended"",""summary"":""Super""},{""title"":""Excellent"",""summary"":""Good Smell Good package. And more important price""},{""title"":""Awesome"",""summary"":""As per expectation.""},{""title"":""Perfect product!"",""summary"":""Very good👍👍""},{""title"":""Simply awesome"",""summary"":""Nice""},{""title"":""Great product"",""summary"":""Excellent  price""},{""title"":""Terrific"",""summary"":""Thanks flipkart""},{""title"":""Perfect product!"",""summary"":""Nice product and smooth delevery. Thanks""},{""title"":""Best in the market!"",""summary"":""Good""},{""title"":""Simply awesome"",""summary"":""Nice""},{""title"":""Brilliant"",""summary"":""Nice fragrance""}]","[{""title"":""Utterly Disappointed"",""summary"":""No smell""},{""title"":""Don't waste your money"",""summary"":""Old stock""},{""title"":""Super!"",""summary"":""Good 👍""},{""title"":""Horrible"",""summary"":""It's flavour is very bad... Please i  m requesting you all to don't buy this...""},{""title"":""Not recommended at all"",""summary"":""very bad smell""},{""title"":""Did not meet expectations"",""summary"":""Just like white dust, smell is too irritating go for other brands""},{""title"":""Worthless"",""summary"":""Very poor""},{""title"":""Don't waste your money"",""summary"":""Cheap smell""},{""title"":""Worst experience ever!"",""summary"":""Fragrance is not good.""},{""title"":""Waste of money!"",""summary"":""Waste product""},{""title"":""Very poor"",""summary"":""Worst ever sandal parfume, please don't buy if one aspect pure chandan fragrance...""},{""title"":""Absolute rubbish!"",""summary"":""This is not a cool talc it's normal""},{""title"":""Don't waste your money"",""summary"":""Smell not good this is not a perfect sandal smell""},{""title"":""Horrible"",""summary"":""Smell are not good""},{""title"":""Unsatisfactory"",""summary"":""Cooling bad 👎""},{""title"":""Terrible product"",""summary"":""Sandalfreeze 3rd class products""},{""title"":""Could be way better"",""summary"":""Average""},{""title"":""Moderate"",""summary"":""Flavour Not Good""},{""title"":""Bad quality"",""summary"":""Bad product""},{""title"":""Expected a better product"",""summary"":""Smell bad""},{""title"":""Bad quality"",""summary"":""Smell is not good.""},{""title"":""Bad quality"",""summary"":""Not a chandan smell it's just like pan smell""},{""title"":""Bad quality"",""summary"":""Sandal powder smells like chutki mouth freshener.""},{""title"":""Bad quality"",""summary"":""It's smell was not good.""},{""title"":""Bad quality"",""summary"":""Not suitable for all types of skins.gives rashes""},{""title"":""Does the job"",""summary"":""Ok""},{""title"":""Nice"",""summary"":""Ok""},{""title"":""Decent product"",""summary"":""Nice""},{""title"":""Does the job"",""summary"":""Ok ok product""},{""title"":""Nice"",""summary"":""Best 👌""},{""title"":""Fair"",""summary"":""Good""},{""title"":""Nice"",""summary"":""Ok ok""},{""title"":""Decent product"",""summary"":""Ok ok.. Not so coop""},{""title"":""Does the job"",""summary"":""Nice""},{""title"":""Just okay"",""summary"":""Good smell""},{""title"":""Good"",""summary"":""Just like Tuthpest powder smell not satisfiedThis power flavour""},{""title"":""Just okay"",""summary"":""Smell is Bad""},{""title"":""Fair"",""summary"":""Ok""},{""title"":""Just okay"",""summary"":""Ok ,, fragrance not stay after 30 min ...Real 400 gm ?? I am daut tet""},{""title"":""Nice"",""summary"":""Good""},{""title"":""Nice"",""summary"":""Ok, not bad not so good""},{""title"":""Good"",""summary"":""Avarege""},{""title"":""Nice"",""summary"":""Delivery boy is very nice""},{""title"":""Nice"",""summary"":""Average""},{""title"":""Good"",""summary"":""It has a cooling effect but it's smell is not long lasting so kinda disappointed""},{""title"":""Decent product"",""summary"":""Nice""},{""title"":""Fair"",""summary"":""Nice product thanks flipkart Delivery person is nice""},{""title"":""Fair"",""summary"":""Good""},{""title"":""Good"",""summary"":""Good""},{""title"":""Does the job"",""summary"":""Avarage work""},{""title"":""Does the job"",""summary"":""Smell is so strong""},{""title"":""Good"",""summary"":""Ok""},{""title"":""Good"",""summary"":""Not so good.""},{""title"":""Fair"",""summary"":""Not bi smell good but cooling is good""},{""title"":""Good choice"",""summary"":""Good""},{""title"":""Really Nice"",""summary"":""Nice product and fragrance is also superb go for it.""},{""title"":""Value-for-money"",""summary"":""Good product but price High""},{""title"":""Pretty good"",""summary"":""Nice""},{""title"":""Delightful"",""summary"":""Smell is very good....""},{""title"":""Wonderful"",""summary"":""It was so good""}]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
